loan_id,age,income_annual,employment_years,loan_amount,loan_term_months,credit_score,debt_to_income_ratio,home_ownership,loan_purpose,num_prior_loans,has_collateral,education_level,defaulted
L0001941,48,42575.0,2.5,40034.0,48,762,0.271,rent,home-improvement,1,0,high-school,1
L0001942,23,75637.0,6.1,42011.0,48,733,0.147,rent,debt-consolidation,0,0,high-school,0
L0001943,65,158341.0,24.6,41539.0,60,675,0.282,own,small-business,1,0,bachelor,0
L0001944,53,36954.0,4.5,33007.0,36,839,0.339,mortgage,home-improvement,0,0,bachelor,0
L0001945,65,31828.0,5.8,15646.0,36,598,0.229,mortgage,home-improvement,2,1,master,0
L0001946,27,77522.0,5.0,16193.0,24,757,0.147,mortgage,home-improvement,1,1,bachelor,0
L0001947,37,78329.0,3.1,57046.0,36,650,0.192,rent,debt-consolidation,0,0,high-school,0
L0001948,32,34917.0,2.8,11999.0,48,812,0.316,mortgage,car,2,0,bachelor,1
L0001949,57,47392.0,2.5,28303.0,24,661,0.432,rent,credit-card,1,1,high-school,0
L0001950,36,32170.0,1.4,49316.0,12,764,0.556,mortgage,other,2,0,bachelor,1
L0001951,64,45933.0,2.1,32290.0,24,675,0.203,rent,small-business,1,1,master,0
L0001952,41,47580.0,8.9,57530.0,12,850,0.092,rent,credit-card,1,0,bachelor,0
L0001953,38,83132.0,9.8,58206.0,48,705,0.226,rent,home-improvement,0,0,high-school,0
L0001954,51,93987.0,5.3,50785.0,60,690,0.27,rent,debt-consolidation,2,0,bachelor,1
L0001955,58,51888.0,3.5,25584.0,24,713,0.081,mortgage,home-improvement,0,0,high-school,0
L0001956,40,106521.0,1.5,51555.0,24,738,0.254,rent,home-improvement,2,0,high-school,0
L0001957,21,83425.0,5.4,42132.0,48,802,0.328,mortgage,home-improvement,3,1,high-school,0
L0001958,65,29915.0,8.3,53384.0,48,793,0.525,mortgage,debt-consolidation,1,0,bachelor,0
L0001959,41,90190.0,10.1,16770.0,48,550,0.215,rent,credit-card,1,0,phd,0
L0001960,26,77963.0,13.1,7636.0,36,671,0.338,own,debt-consolidation,1,0,high-school,0
L0001961,52,128648.0,2.3,33982.0,36,646,0.344,own,debt-consolidation,1,0,bachelor,0
L0001962,56,61086.0,11.6,28895.0,48,743,0.076,mortgage,credit-card,1,0,bachelor,0
L0001963,38,120316.0,4.5,36151.0,48,649,0.417,rent,debt-consolidation,1,0,bachelor,1
L0001964,28,24839.0,5.6,52651.0,24,830,0.06,rent,debt-consolidation,0,1,high-school,1
L0001965,64,44382.0,5.2,50485.0,12,630,0.069,rent,credit-card,1,0,bachelor,0
L0001966,63,22213.0,3.0,6436.0,48,586,0.296,rent,home-improvement,2,1,bachelor,0
L0001967,52,47164.0,6.2,10836.0,36,702,0.539,own,home-improvement,0,1,high-school,0
L0001968,34,58380.0,1.6,41821.0,12,742,0.119,rent,home-improvement,0,1,high-school,0
L0001969,47,53560.0,10.8,33349.0,12,620,0.197,mortgage,small-business,1,0,master,0
L0001970,50,82368.0,4.7,12092.0,24,778,0.399,mortgage,small-business,0,0,bachelor,0
L0001971,63,165253.0,0.3,3297.0,12,645,0.255,mortgage,debt-consolidation,2,0,master,0
L0001972,64,46096.0,18.8,18980.0,48,665,0.428,rent,debt-consolidation,1,0,bachelor,0
L0001973,57,96030.0,5.1,16680.0,60,698,0.074,rent,debt-consolidation,1,0,high-school,0
L0001974,53,74599.0,1.8,8711.0,24,649,0.04,rent,home-improvement,1,1,high-school,0
L0001975,32,64069.0,7.8,59244.0,48,827,0.061,mortgage,debt-consolidation,0,1,high-school,0
L0001976,26,79648.0,1.9,55892.0,36,598,0.284,own,debt-consolidation,0,0,bachelor,1
L0001977,60,46471.0,2.5,12238.0,48,585,0.184,rent,car,1,1,high-school,1
L0001978,26,87161.0,3.6,41305.0,24,638,0.676,rent,other,0,0,high-school,0
L0001979,46,28308.0,1.6,46978.0,24,609,0.122,rent,car,1,0,high-school,1
L0001980,46,58189.0,5.2,31392.0,48,578,0.068,mortgage,credit-card,2,0,master,0
L0001981,31,47216.0,2.1,31486.0,48,707,0.207,mortgage,credit-card,0,0,high-school,0
L0001982,34,166046.0,9.2,18479.0,60,607,0.443,mortgage,debt-consolidation,3,0,bachelor,0
L0001983,68,33379.0,2.4,43189.0,24,680,0.242,own,debt-consolidation,3,0,bachelor,1
L0001984,57,67660.0,0.8,2382.0,36,655,0.34,mortgage,credit-card,1,0,high-school,0
L0001985,40,95720.0,4.6,33246.0,36,785,0.024,own,car,1,0,bachelor,0
L0001986,57,42107.0,3.1,25520.0,60,601,0.26,rent,credit-card,1,0,master,1
L0001987,22,55130.0,5.3,50890.0,36,720,0.186,mortgage,credit-card,0,1,bachelor,0
L0001988,29,43132.0,8.5,51035.0,24,685,0.194,own,credit-card,0,0,phd,0
L0001989,66,44585.0,1.6,35353.0,24,642,0.314,rent,credit-card,2,0,high-school,0
L0001990,60,115878.0,11.9,19089.0,36,682,0.19,rent,home-improvement,2,1,bachelor,1
L0001991,27,23192.0,7.4,36563.0,36,717,0.353,mortgage,debt-consolidation,2,0,bachelor,0
L0001992,31,61397.0,1.6,35966.0,48,583,0.633,rent,home-improvement,2,0,bachelor,0
L0001993,43,21215.0,1.3,34641.0,60,701,0.558,mortgage,debt-consolidation,3,0,bachelor,1
L0001994,40,83274.0,7.5,29548.0,36,691,0.22,rent,debt-consolidation,0,0,master,0
L0001995,46,45631.0,11.5,10792.0,36,746,0.264,rent,debt-consolidation,0,0,bachelor,1
L0001996,61,24955.0,3.6,35308.0,36,720,0.371,rent,small-business,3,0,high-school,0
L0001997,58,50772.0,0.5,23267.0,48,805,0.235,own,debt-consolidation,0,0,bachelor,0
L0001998,57,31509.0,7.2,30956.0,24,767,0.083,rent,debt-consolidation,1,0,high-school,0
L0001999,24,84831.0,10.9,46454.0,36,674,0.129,own,car,1,0,high-school,0
L0002000,43,86661.0,1.4,38587.0,24,788,0.353,mortgage,debt-consolidation,0,0,high-school,0
L0002001,57,32448.0,2.0,51704.0,36,704,0.016,rent,other,1,0,bachelor,0
L0002002,55,69361.0,4.7,19960.0,36,764,0.48,own,other,2,0,high-school,0
L0002003,55,40585.0,6.5,23578.0,36,685,0.214,rent,other,1,0,high-school,1
L0002004,60,47658.0,5.6,23883.0,36,716,0.138,rent,home-improvement,2,0,bachelor,1
L0002005,35,133088.0,1.1,9007.0,36,566,0.466,own,debt-consolidation,1,0,bachelor,1
L0002006,61,45853.0,3.9,9824.0,60,704,0.271,rent,home-improvement,0,0,high-school,0
L0002007,59,104992.0,2.5,52266.0,36,731,0.412,mortgage,debt-consolidation,2,0,high-school,1
L0002008,31,120331.0,12.0,55936.0,24,732,0.421,mortgage,credit-card,0,0,high-school,0
L0002009,29,47150.0,5.3,9964.0,48,570,0.117,mortgage,debt-consolidation,1,0,bachelor,0
L0002010,37,61794.0,2.0,6375.0,36,663,0.43,rent,debt-consolidation,0,0,high-school,1
L0002011,68,44016.0,2.5,18063.0,36,634,0.539,rent,other,2,0,bachelor,1
L0002012,48,54879.0,2.1,48493.0,48,686,0.252,own,home-improvement,0,0,high-school,1
L0002013,66,73315.0,0.9,43171.0,36,539,0.313,rent,debt-consolidation,5,0,bachelor,1
L0002014,39,52498.0,1.6,59074.0,12,638,0.034,mortgage,car,1,0,high-school,0
L0002015,53,65092.0,2.9,59576.0,36,695,0.366,mortgage,small-business,0,0,high-school,1
L0002016,69,39914.0,3.2,20183.0,24,657,0.142,mortgage,debt-consolidation,1,0,high-school,1
L0002017,37,36447.0,5.4,16452.0,48,808,0.308,mortgage,credit-card,1,0,bachelor,0
L0002018,56,46261.0,3.5,8845.0,36,663,0.084,mortgage,credit-card,1,1,bachelor,0
L0002019,41,58217.0,7.0,31918.0,36,684,0.046,rent,home-improvement,0,0,bachelor,0
L0002020,65,97631.0,3.5,49734.0,60,570,0.038,own,debt-consolidation,1,1,high-school,0
L0002021,58,50298.0,5.9,44339.0,24,619,0.185,mortgage,credit-card,1,1,high-school,0
L0002022,56,65710.0,2.2,14407.0,24,748,0.317,rent,car,0,0,phd,0
L0002023,31,35760.0,8.4,25396.0,24,647,0.334,own,credit-card,2,0,bachelor,0
L0002024,67,80406.0,5.9,48132.0,36,681,0.244,rent,credit-card,0,1,master,0
L0002025,36,45837.0,2.6,22077.0,36,651,0.367,own,debt-consolidation,1,0,bachelor,1
L0002026,40,49423.0,4.2,20198.0,36,737,0.167,rent,debt-consolidation,2,1,bachelor,0
L0002027,42,56139.0,2.6,47030.0,48,605,0.503,own,other,2,0,master,1
L0002028,55,42766.0,3.7,26992.0,60,648,0.103,mortgage,credit-card,3,1,bachelor,1
L0002029,59,33140.0,2.1,2801.0,36,719,0.238,mortgage,debt-consolidation,2,0,master,0
L0002030,66,67034.0,9.5,51759.0,36,666,0.438,mortgage,debt-consolidation,1,1,bachelor,0
L0002031,28,82158.0,10.7,54741.0,48,553,0.124,mortgage,credit-card,2,0,high-school,0
L0002032,62,29957.0,7.9,49071.0,48,683,0.423,rent,small-business,0,0,bachelor,0
L0002033,26,61087.0,2.8,31164.0,48,570,0.189,rent,debt-consolidation,1,0,bachelor,1
L0002034,47,60674.0,3.1,47475.0,48,684,0.489,rent,debt-consolidation,1,0,high-school,1
L0002035,65,46422.0,0.6,44807.0,60,748,0.566,rent,car,1,0,bachelor,0
L0002036,58,46324.0,1.7,28131.0,60,646,0.073,mortgage,credit-card,1,1,phd,0
L0002037,68,88365.0,12.7,22231.0,36,759,0.152,mortgage,car,1,0,master,0
L0002038,22,144839.0,12.0,57225.0,36,735,0.04,own,debt-consolidation,1,0,high-school,0
L0002039,47,97947.0,9.7,27500.0,60,746,0.389,rent,debt-consolidation,1,0,master,0
L0002040,24,69622.0,10.2,9965.0,36,570,0.133,mortgage,small-business,1,0,high-school,0
L0002041,55,92869.0,1.4,9523.0,36,668,0.018,rent,credit-card,1,0,high-school,0
L0002042,29,67486.0,7.4,24076.0,12,732,0.225,mortgage,home-improvement,0,1,high-school,0
L0002043,30,40055.0,6.8,26028.0,60,649,0.32,rent,debt-consolidation,1,0,high-school,1
L0002044,35,64216.0,7.7,9625.0,60,563,0.064,own,other,0,1,bachelor,0
L0002045,63,29768.0,14.2,27988.0,24,758,0.28,mortgage,debt-consolidation,1,1,bachelor,0
L0002046,37,38990.0,0.6,14581.0,36,751,0.272,rent,debt-consolidation,1,0,bachelor,0
L0002047,63,83154.0,0.7,54842.0,24,782,0.161,mortgage,other,0,0,bachelor,1
L0002048,50,49973.0,1.8,38310.0,60,554,0.446,rent,other,3,0,master,1
L0002049,28,37469.0,1.3,26415.0,12,672,0.034,mortgage,credit-card,1,0,high-school,0
L0002050,32,41454.0,3.6,42873.0,12,656,0.156,rent,debt-consolidation,0,0,bachelor,0
L0002051,57,31369.0,5.4,54920.0,48,617,0.028,mortgage,credit-card,0,0,bachelor,1
L0002052,62,62831.0,6.5,4313.0,24,698,0.27,mortgage,debt-consolidation,2,0,high-school,0
L0002053,31,44809.0,0.9,41891.0,12,708,0.533,mortgage,credit-card,2,0,bachelor,0
L0002054,44,48599.0,2.5,22553.0,36,667,0.164,own,car,4,0,bachelor,0
L0002055,43,65370.0,5.3,37778.0,36,801,0.321,own,debt-consolidation,0,0,bachelor,0
L0002056,43,63225.0,4.1,36450.0,36,547,0.117,mortgage,home-improvement,1,0,bachelor,0
L0002057,37,31798.0,3.3,7015.0,12,717,0.335,rent,credit-card,4,0,bachelor,0
L0002058,63,32275.0,9.1,40677.0,12,595,0.084,own,home-improvement,3,0,bachelor,0
L0002059,63,52517.0,2.6,12441.0,48,695,0.6,rent,credit-card,3,0,high-school,0
L0002060,39,72619.0,12.2,49057.0,60,718,0.266,rent,home-improvement,0,1,bachelor,1
L0002061,43,40106.0,1.9,13646.0,36,779,0.333,mortgage,home-improvement,2,0,high-school,0
L0002062,65,42697.0,2.0,22602.0,48,667,0.254,own,debt-consolidation,1,0,bachelor,0
L0002063,61,57733.0,5.7,49524.0,60,698,0.166,rent,credit-card,2,0,master,0
L0002064,46,57270.0,2.9,16295.0,48,529,0.291,rent,debt-consolidation,3,0,high-school,0
L0002065,50,52946.0,3.0,37258.0,60,768,0.248,mortgage,other,0,0,master,0
L0002066,61,64406.0,2.5,3122.0,60,729,0.156,mortgage,debt-consolidation,1,0,bachelor,1
L0002067,44,36028.0,5.2,6531.0,24,699,0.231,mortgage,home-improvement,0,1,high-school,0
L0002068,63,107084.0,0.7,54754.0,12,699,0.18,rent,credit-card,2,0,master,0
L0002069,53,47340.0,1.9,4991.0,36,641,0.221,rent,small-business,0,0,bachelor,1
L0002070,39,115418.0,3.1,16453.0,48,656,0.392,mortgage,debt-consolidation,2,0,bachelor,0
L0002071,21,20345.0,6.0,50716.0,36,637,0.532,rent,car,3,0,bachelor,1
L0002072,60,25278.0,2.7,35154.0,36,626,0.276,own,credit-card,1,0,master,1
L0002073,47,52191.0,14.6,17533.0,36,701,0.316,mortgage,other,4,0,high-school,0
L0002074,49,85001.0,6.7,16065.0,36,787,0.133,rent,home-improvement,1,0,bachelor,0
L0002075,30,60178.0,5.9,17444.0,36,656,0.357,rent,debt-consolidation,2,1,bachelor,0
L0002076,63,51613.0,4.2,20672.0,60,698,0.271,rent,small-business,0,0,master,0
L0002077,59,61595.0,4.9,20354.0,48,676,0.184,mortgage,home-improvement,2,0,high-school,0
L0002078,24,53666.0,3.5,28977.0,60,675,0.4,mortgage,credit-card,0,0,bachelor,0
L0002079,63,131021.0,6.6,24980.0,24,668,0.328,own,home-improvement,1,0,bachelor,0
L0002080,41,42974.0,8.1,47337.0,36,799,0.133,rent,debt-consolidation,0,0,high-school,0
L0002081,57,96137.0,4.5,50530.0,48,682,0.031,rent,other,1,1,bachelor,0
L0002082,68,38828.0,14.6,32644.0,36,752,0.128,mortgage,debt-consolidation,2,1,bachelor,0
L0002083,67,47461.0,2.6,3688.0,36,686,0.358,mortgage,small-business,1,0,bachelor,1
L0002084,63,35000.0,12.1,35681.0,24,810,0.116,mortgage,car,0,0,bachelor,0
L0002085,28,79519.0,6.6,22753.0,36,780,0.12,rent,home-improvement,0,0,bachelor,0
L0002086,48,93505.0,3.5,13935.0,60,745,0.396,mortgage,home-improvement,1,0,high-school,0
L0002087,31,50098.0,3.0,31347.0,48,740,0.305,rent,credit-card,0,0,high-school,0
L0002088,60,69247.0,0.8,59899.0,36,734,0.131,mortgage,home-improvement,1,0,bachelor,0
L0002089,55,57384.0,9.0,19505.0,36,656,0.278,rent,credit-card,0,1,bachelor,0
L0002090,38,70782.0,11.8,8289.0,24,707,0.235,rent,debt-consolidation,2,1,high-school,0
L0002091,27,92242.0,5.5,8470.0,48,850,0.275,rent,credit-card,2,0,master,0
L0002092,64,32395.0,2.5,20664.0,36,720,0.024,rent,debt-consolidation,3,0,master,0
L0002093,46,33684.0,1.7,35103.0,24,648,0.201,rent,debt-consolidation,3,0,bachelor,0
L0002094,55,42280.0,5.7,9567.0,60,587,0.263,rent,home-improvement,1,0,bachelor,0
L0002095,54,44442.0,5.4,45733.0,24,656,0.115,own,debt-consolidation,1,0,bachelor,1
L0002096,52,59546.0,3.9,56497.0,36,609,0.201,own,credit-card,0,0,bachelor,0
L0002097,31,54457.0,4.4,59533.0,36,715,0.273,rent,debt-consolidation,1,1,bachelor,0
L0002098,28,49509.0,7.0,33900.0,60,594,0.109,rent,small-business,0,0,bachelor,0
L0002099,40,52402.0,4.9,7788.0,36,584,0.189,own,debt-consolidation,1,1,bachelor,0
L0002100,67,59867.0,4.5,50341.0,36,703,0.051,rent,home-improvement,3,1,bachelor,0
L0002101,60,38366.0,6.2,52452.0,36,583,0.143,rent,credit-card,0,0,bachelor,0
L0002102,65,20899.0,13.0,18713.0,24,703,0.468,rent,other,0,0,bachelor,0
L0002103,38,36042.0,1.4,36113.0,36,801,0.242,rent,debt-consolidation,2,0,master,0
L0002104,38,89213.0,4.0,19897.0,48,717,0.128,mortgage,credit-card,0,0,high-school,0
L0002105,54,16895.0,1.4,41813.0,36,739,0.662,own,debt-consolidation,0,0,master,1
L0002106,23,90246.0,1.0,46109.0,36,731,0.204,rent,credit-card,3,0,bachelor,0
L0002107,67,41973.0,5.2,21739.0,48,555,0.36,mortgage,home-improvement,4,0,master,1
L0002108,60,79472.0,7.7,3184.0,36,535,0.23,mortgage,home-improvement,1,0,high-school,0
L0002109,58,34216.0,2.7,25107.0,24,720,0.225,rent,credit-card,3,0,high-school,0
L0002110,58,17533.0,4.4,14668.0,60,737,0.443,own,car,0,0,high-school,0
L0002111,59,36814.0,5.8,26305.0,24,722,0.156,mortgage,debt-consolidation,0,1,master,1
L0002112,47,51054.0,10.9,58981.0,24,710,0.178,own,other,1,0,bachelor,0
L0002113,36,64484.0,0.9,3931.0,48,641,0.331,mortgage,other,0,0,bachelor,0
L0002114,69,28678.0,5.4,21264.0,12,717,0.377,mortgage,credit-card,0,0,bachelor,0
L0002115,29,64199.0,9.0,30912.0,36,751,0.246,rent,debt-consolidation,2,0,high-school,0
L0002116,66,54850.0,5.8,29800.0,36,655,0.262,own,small-business,2,1,master,0
L0002117,57,41039.0,1.7,14145.0,24,633,0.625,rent,credit-card,1,0,bachelor,1
L0002118,61,57101.0,2.7,46797.0,36,594,0.228,mortgage,credit-card,3,0,phd,1
L0002119,42,56403.0,,19019.0,36,597,0.178,rent,car,0,1,high-school,0
L0002120,57,68668.0,0.4,11801.0,36,659,0.031,mortgage,credit-card,1,0,high-school,0
L0002121,54,59301.0,11.3,51668.0,60,702,0.408,rent,debt-consolidation,2,0,bachelor,0
L0002122,62,56807.0,1.0,48471.0,60,787,0.183,rent,other,1,0,bachelor,0
L0002123,35,131935.0,2.4,34865.0,12,648,0.309,mortgage,debt-consolidation,1,0,high-school,1
L0002124,57,22575.0,4.8,14974.0,60,605,0.138,rent,credit-card,1,1,bachelor,0
L0002125,31,30142.0,1.8,56882.0,36,708,0.24,mortgage,credit-card,0,0,high-school,0
L0002126,68,88478.0,3.0,18222.0,36,652,0.122,own,credit-card,2,0,bachelor,0
L0002127,45,28005.0,9.9,30025.0,48,776,0.468,rent,credit-card,0,0,high-school,0
L0002128,65,81102.0,12.3,54226.0,48,740,0.387,own,debt-consolidation,0,1,high-school,0
L0002129,26,62554.0,2.9,46048.0,48,729,0.308,own,debt-consolidation,0,0,high-school,0
L0002130,38,30081.0,3.6,29860.0,24,592,0.155,mortgage,credit-card,2,0,bachelor,0
L0002131,48,84601.0,1.1,28262.0,12,647,0.327,own,debt-consolidation,2,0,bachelor,0
L0002132,68,92484.0,2.0,18901.0,48,760,0.149,rent,debt-consolidation,0,0,bachelor,0
L0002133,32,54944.0,5.5,47978.0,48,673,0.382,mortgage,debt-consolidation,1,1,high-school,0
L0002134,43,51819.0,4.7,56903.0,48,534,0.177,rent,debt-consolidation,2,0,bachelor,1
L0002135,28,97138.0,6.9,52013.0,48,806,0.305,mortgage,debt-consolidation,3,1,master,0
L0002136,59,25227.0,3.4,28158.0,36,667,0.193,rent,credit-card,2,0,phd,1
L0002137,44,74065.0,7.4,57930.0,36,711,0.354,rent,small-business,2,0,high-school,0
L0002138,32,28318.0,5.5,2773.0,36,718,0.309,rent,home-improvement,1,0,bachelor,0
L0002139,49,70351.0,1.6,20475.0,24,680,0.434,rent,other,1,0,phd,0
L0002140,55,51117.0,4.9,48017.0,24,772,0.178,mortgage,debt-consolidation,1,0,bachelor,0
L0002141,59,53352.0,9.1,57617.0,48,678,0.541,rent,credit-card,1,0,high-school,0
L0002142,37,113655.0,0.4,58117.0,24,667,0.23,mortgage,credit-card,0,0,bachelor,0
L0002143,34,26780.0,3.6,31555.0,24,850,0.307,mortgage,other,0,0,high-school,0
L0002144,54,74865.0,,57174.0,24,575,0.149,mortgage,credit-card,4,0,master,1
L0002145,49,52468.0,5.2,37077.0,24,701,0.268,mortgage,car,2,0,bachelor,1
L0002146,31,56669.0,3.0,44852.0,12,716,0.082,mortgage,home-improvement,1,0,master,0
L0002147,49,79720.0,5.8,33885.0,24,732,0.353,own,car,0,1,bachelor,0
L0002148,50,77923.0,7.5,18888.0,36,826,0.473,rent,debt-consolidation,1,0,high-school,0
L0002149,29,71707.0,3.3,12565.0,60,699,0.171,mortgage,debt-consolidation,0,0,bachelor,0
L0002150,69,36618.0,5.2,39447.0,60,612,0.164,rent,credit-card,1,0,bachelor,0
L0002151,21,71540.0,9.7,52203.0,24,707,0.173,rent,credit-card,0,0,bachelor,0
L0002152,53,76296.0,5.1,37681.0,36,686,0.414,mortgage,home-improvement,0,0,master,1
L0002153,50,67943.0,1.3,35526.0,24,772,0.307,own,debt-consolidation,1,0,bachelor,0
L0002154,36,72000.0,1.4,26866.0,36,739,0.202,own,home-improvement,0,0,master,0
L0002155,47,56587.0,3.0,23610.0,36,675,0.453,own,debt-consolidation,3,0,bachelor,1
L0002156,35,32118.0,,55783.0,48,657,0.333,rent,home-improvement,1,0,high-school,1
L0002157,67,45157.0,6.4,6001.0,24,718,0.375,mortgage,debt-consolidation,1,0,bachelor,0
L0002158,42,43915.0,3.4,35054.0,60,709,0.139,mortgage,small-business,0,0,high-school,0
L0002159,50,54892.0,1.3,10346.0,36,578,0.356,own,debt-consolidation,1,0,bachelor,0
L0002160,37,45297.0,8.2,35453.0,60,591,0.39,rent,debt-consolidation,1,0,high-school,0
L0002161,30,122129.0,5.3,22475.0,24,723,0.126,own,credit-card,0,0,bachelor,0
L0002162,28,66500.0,1.6,7678.0,36,621,0.164,rent,debt-consolidation,0,0,phd,0
L0002163,57,52787.0,0.5,5400.0,12,592,0.203,own,credit-card,1,1,phd,0
L0002164,67,61548.0,5.5,48171.0,36,712,,mortgage,debt-consolidation,0,1,high-school,0
L0002165,22,65601.0,3.8,4497.0,36,605,0.212,own,car,0,1,high-school,0
L0002166,27,143894.0,5.4,58494.0,60,670,0.026,rent,home-improvement,2,0,bachelor,1
L0002167,55,66405.0,2.3,20744.0,48,741,0.041,rent,debt-consolidation,0,0,high-school,0
L0002168,31,45227.0,7.2,58806.0,60,608,0.482,rent,credit-card,0,1,bachelor,0
L0002169,60,34190.0,1.9,25425.0,48,726,0.302,rent,other,0,0,high-school,1
L0002170,58,60082.0,4.5,48024.0,36,745,0.107,own,debt-consolidation,0,0,bachelor,1
L0002171,29,136453.0,8.4,12126.0,36,618,0.494,rent,debt-consolidation,1,1,high-school,1
L0002172,25,50539.0,5.5,13764.0,48,795,0.306,own,credit-card,1,0,bachelor,0
L0002173,34,35612.0,1.1,37641.0,48,634,0.209,own,small-business,0,1,bachelor,1
L0002174,27,84725.0,8.0,56858.0,48,711,0.367,rent,credit-card,2,0,high-school,0
L0002175,25,57227.0,5.1,54474.0,24,615,0.11,rent,credit-card,0,1,phd,0
L0002176,66,26012.0,6.6,46282.0,36,632,0.076,mortgage,credit-card,2,0,high-school,1
L0002177,30,59540.0,1.2,48700.0,12,790,0.425,rent,credit-card,2,1,bachelor,0
L0002178,48,90549.0,6.2,59873.0,36,809,0.27,rent,debt-consolidation,0,0,high-school,0
L0002179,33,21060.0,1.3,46062.0,48,754,0.266,rent,debt-consolidation,2,0,bachelor,1
L0002180,30,74866.0,6.3,24177.0,36,655,0.394,mortgage,credit-card,2,1,bachelor,0
L0002181,34,30855.0,4.6,21010.0,12,616,,own,credit-card,1,0,high-school,1
L0002182,33,49440.0,2.4,31082.0,60,561,0.517,mortgage,home-improvement,1,0,bachelor,1
L0002183,43,43778.0,4.3,56335.0,24,702,0.079,own,car,1,0,bachelor,0
L0002184,50,89347.0,1.8,2917.0,36,565,0.211,mortgage,other,1,0,bachelor,0
L0002185,67,84902.0,2.3,55533.0,12,663,0.172,rent,debt-consolidation,0,1,bachelor,0
L0002186,55,29461.0,3.4,55840.0,60,723,0.267,rent,other,2,0,phd,1
L0002187,24,22122.0,5.4,9125.0,36,622,0.175,mortgage,debt-consolidation,4,0,master,1
L0002188,29,27409.0,2.2,3563.0,24,682,0.208,rent,car,6,1,bachelor,1
L0002189,37,65611.0,3.8,37565.0,48,655,0.361,rent,debt-consolidation,1,1,bachelor,0
L0002190,50,19400.0,7.7,5927.0,36,721,0.051,rent,small-business,1,0,bachelor,0
L0002191,31,40547.0,3.6,44474.0,60,687,0.195,rent,home-improvement,3,1,master,0
L0002192,48,82347.0,3.5,22907.0,48,640,0.507,mortgage,debt-consolidation,3,0,high-school,1
L0002193,57,70931.0,8.2,19070.0,24,592,0.276,rent,debt-consolidation,0,1,master,0
L0002194,22,25248.0,2.7,16880.0,24,824,,own,home-improvement,1,1,bachelor,0
L0002195,66,59229.0,2.6,50341.0,36,642,0.091,rent,credit-card,2,0,master,0
L0002196,55,35210.0,8.7,56460.0,36,625,0.127,rent,credit-card,1,0,high-school,0
L0002197,42,40513.0,4.9,7352.0,36,771,0.4,own,debt-consolidation,3,0,bachelor,0
L0002198,31,41879.0,3.3,9435.0,36,678,0.324,rent,car,2,0,high-school,0
L0002199,65,44154.0,4.5,44236.0,60,755,0.031,mortgage,credit-card,2,1,bachelor,0
L0002200,36,52115.0,,55126.0,36,688,0.485,rent,home-improvement,0,1,high-school,0
L0002201,63,38884.0,2.8,55739.0,36,706,0.178,rent,debt-consolidation,2,1,bachelor,0
L0002202,64,39588.0,0.6,52779.0,48,722,0.136,rent,debt-consolidation,0,1,master,0
L0002203,38,80956.0,5.1,24963.0,60,685,0.293,rent,debt-consolidation,1,0,master,0
L0002204,22,54284.0,8.0,2814.0,24,618,0.161,rent,debt-consolidation,1,0,master,0
L0002205,26,33164.0,4.0,2412.0,60,657,0.192,rent,debt-consolidation,2,1,high-school,0
L0002206,51,56704.0,11.3,2267.0,48,537,0.21,mortgage,credit-card,2,0,high-school,0
L0002207,68,27751.0,4.0,31448.0,24,735,0.196,rent,debt-consolidation,0,0,master,0
L0002208,60,57038.0,2.0,18836.0,24,636,0.332,rent,small-business,4,0,bachelor,1
L0002209,60,69708.0,1.5,58682.0,48,602,0.325,rent,home-improvement,1,0,bachelor,1
L0002210,64,77893.0,6.8,39378.0,48,733,0.286,mortgage,credit-card,3,0,master,0
L0002211,56,65508.0,3.4,49774.0,48,687,0.319,rent,car,2,0,bachelor,0
L0002212,31,33291.0,1.1,54386.0,12,768,0.08,own,credit-card,1,1,high-school,0
L0002213,42,41999.0,1.6,23844.0,48,540,0.382,mortgage,credit-card,0,0,bachelor,1
L0002214,38,90470.0,4.4,8734.0,60,664,0.277,own,debt-consolidation,1,0,bachelor,0
L0002215,31,47026.0,7.8,3481.0,36,647,0.222,rent,credit-card,2,1,high-school,0
L0002216,45,52105.0,2.3,48869.0,24,743,0.21,mortgage,debt-consolidation,0,0,master,0
L0002217,37,73492.0,4.4,3745.0,36,702,0.23,rent,home-improvement,0,0,high-school,0
L0002218,61,106781.0,8.1,34885.0,24,802,0.178,mortgage,other,2,0,bachelor,0
L0002219,43,52353.0,14.8,32418.0,24,808,0.417,rent,car,4,0,high-school,0
L0002220,51,45453.0,3.0,30887.0,12,737,0.411,rent,home-improvement,0,0,high-school,1
L0002221,51,127098.0,2.8,58295.0,24,709,0.538,mortgage,car,1,0,bachelor,0
L0002222,28,131262.0,4.3,7744.0,36,591,0.381,rent,car,0,0,bachelor,0
L0002223,26,55096.0,4.2,37471.0,24,730,0.103,rent,home-improvement,1,0,bachelor,0
L0002224,44,54646.0,7.2,12462.0,36,838,0.361,own,other,0,0,high-school,0
L0002225,56,81500.0,4.7,8506.0,48,781,0.428,rent,other,1,0,bachelor,0
L0002226,52,65976.0,2.6,37905.0,36,651,0.277,rent,credit-card,0,0,high-school,0
L0002227,56,54873.0,2.5,26860.0,60,669,0.206,own,small-business,0,1,phd,0
L0002228,62,75510.0,3.2,5410.0,24,815,0.074,rent,small-business,1,1,master,0
