customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,tech_support,is_senior_citizen,avg_monthly_usage_gb,support_tickets_90d,churned
CUST001433,40,53.42,2184.34,two-year,credit-card,DSL,no,no,0,27.0,1,0
CUST001434,23,53.44,1246.04,one-year,bank-transfer,None,yes,yes,0,71.3,1,0
CUST001435,8,39.74,299.19,two-year,bank-transfer,DSL,yes,yes,0,29.5,4,0
CUST001436,31,94.47,2558.9,month-to-month,mailed-check,DSL,no,no,0,10.9,2,0
CUST001437,47,71.97,3260.26,month-to-month,electronic-check,DSL,no,no,0,23.9,0,1
CUST001438,23,48.43,981.66,month-to-month,credit-card,Fiber,no,no,0,142.6,0,1
CUST001439,68,90.21,5288.93,month-to-month,electronic-check,Fiber,no,no,0,71.7,0,0
CUST001440,56,55.99,2977.83,one-year,electronic-check,DSL,no,yes,0,,1,0
CUST001441,37,34.84,1264.68,month-to-month,electronic-check,DSL,no,yes,0,21.4,3,0
CUST001442,67,95.53,6533.83,month-to-month,credit-card,None,no,no,1,85.4,1,0
CUST001443,31,56.57,1765.19,one-year,credit-card,Fiber,yes,no,0,27.6,2,0
CUST001444,10,59.78,610.62,month-to-month,mailed-check,Fiber,yes,no,0,84.0,0,1
CUST001445,3,71.03,213.52,month-to-month,credit-card,DSL,no,no,1,9.4,3,1
CUST001446,67,98.56,6541.76,one-year,electronic-check,DSL,no,no,0,110.3,0,0
CUST001447,69,70.5,4144.69,two-year,credit-card,Fiber,no,no,1,91.6,2,0
CUST001448,53,40.02,2068.5,month-to-month,electronic-check,Fiber,yes,yes,0,67.1,2,1
CUST001449,8,83.6,584.6,two-year,mailed-check,Fiber,yes,no,0,138.3,2,0
CUST001450,21,57.88,1047.42,two-year,electronic-check,None,no,yes,1,103.5,1,0
CUST001451,3,117.2,309.86,one-year,credit-card,Fiber,no,no,0,39.2,4,1
CUST001452,4,69.97,283.98,month-to-month,credit-card,None,no,no,0,28.5,1,1
CUST001453,18,20.0,359.56,one-year,bank-transfer,DSL,no,yes,0,217.0,0,0
CUST001454,41,78.93,3364.78,two-year,electronic-check,DSL,no,yes,0,40.9,1,0
CUST001455,5,118.61,620.21,month-to-month,electronic-check,None,no,no,1,60.0,0,1
CUST001456,70,109.4,7877.45,two-year,mailed-check,None,no,no,0,33.6,1,0
CUST001457,33,115.77,3348.91,two-year,electronic-check,Fiber,yes,yes,0,100.2,1,0
CUST001458,19,44.51,867.4,month-to-month,electronic-check,Fiber,no,no,0,36.0,2,0
CUST001459,37,92.8,3494.47,one-year,bank-transfer,Fiber,no,no,0,65.3,0,0
CUST001460,57,51.95,3032.86,month-to-month,bank-transfer,Fiber,no,no,0,82.2,2,1
CUST001461,23,75.61,1530.93,one-year,credit-card,DSL,no,no,0,43.1,1,0
CUST001462,4,38.18,133.38,two-year,mailed-check,Fiber,yes,no,0,81.5,2,0
CUST001463,4,53.89,223.05,month-to-month,electronic-check,Fiber,no,no,0,157.1,3,1
CUST001464,61,53.09,2865.3,month-to-month,bank-transfer,Fiber,no,no,0,74.2,2,1
CUST001465,8,92.46,683.26,month-to-month,electronic-check,None,yes,no,0,95.5,0,0
CUST001466,46,90.02,3897.42,two-year,bank-transfer,Fiber,no,no,0,50.9,2,0
CUST001467,28,76.92,1884.3,month-to-month,credit-card,DSL,yes,yes,0,48.2,1,0
CUST001468,56,36.24,1733.4,two-year,electronic-check,DSL,no,no,0,27.4,0,0
CUST001469,5,62.21,326.23,month-to-month,electronic-check,Fiber,no,no,0,70.4,1,1
CUST001470,64,51.35,3369.65,month-to-month,credit-card,DSL,yes,yes,0,114.5,2,0
CUST001471,50,91.74,4735.93,two-year,bank-transfer,None,no,no,0,92.6,3,0
CUST001472,32,99.45,2886.16,one-year,bank-transfer,DSL,no,no,0,48.0,0,0
CUST001473,15,96.41,1292.89,month-to-month,bank-transfer,Fiber,no,yes,1,54.0,1,1
CUST001474,70,51.12,3346.42,month-to-month,bank-transfer,Fiber,no,no,0,158.4,1,0
CUST001475,22,20.0,413.89,month-to-month,electronic-check,Fiber,yes,no,0,86.3,4,0
CUST001476,35,25.83,769.45,month-to-month,credit-card,Fiber,no,no,0,101.7,2,1
CUST001477,28,105.54,2972.41,month-to-month,credit-card,DSL,no,no,0,108.9,3,1
CUST001478,17,59.97,1069.78,one-year,electronic-check,Fiber,yes,yes,0,49.5,1,0
CUST001479,30,51.23,1468.87,month-to-month,electronic-check,Fiber,no,no,1,45.8,1,0
CUST001480,11,111.07,1133.38,month-to-month,bank-transfer,None,yes,no,0,48.9,1,1
CUST001481,1,101.63,94.37,month-to-month,bank-transfer,DSL,yes,no,1,45.0,2,1
CUST001482,21,70.61,1288.88,month-to-month,mailed-check,DSL,no,no,0,140.5,0,1
CUST001483,8,62.66,452.77,two-year,bank-transfer,Fiber,no,yes,0,58.1,1,0
CUST001484,30,66.7,1901.8,month-to-month,bank-transfer,None,no,yes,0,129.2,0,0
CUST001485,62,75.68,4393.6,month-to-month,bank-transfer,Fiber,no,no,0,59.3,3,0
CUST001486,12,110.0,1265.89,one-year,electronic-check,Fiber,yes,yes,1,61.6,3,0
CUST001487,1,80.56,82.16,two-year,electronic-check,Fiber,no,no,0,16.5,0,0
CUST001488,8,88.15,631.19,one-year,mailed-check,Fiber,yes,no,0,47.1,2,1
CUST001489,37,99.23,3141.1,two-year,credit-card,None,yes,yes,1,142.7,0,0
CUST001490,20,40.76,699.15,two-year,bank-transfer,None,yes,yes,0,139.6,1,0
CUST001491,35,88.87,2727.35,one-year,mailed-check,Fiber,yes,no,0,46.3,1,0
CUST001492,3,62.64,181.17,two-year,credit-card,Fiber,no,yes,0,11.7,4,0
CUST001493,24,20.0,485.59,month-to-month,mailed-check,None,no,no,0,34.3,1,1
CUST001494,30,20.0,616.42,two-year,bank-transfer,DSL,no,yes,1,46.1,1,0
CUST001495,31,44.55,1349.32,two-year,electronic-check,DSL,no,no,0,46.3,3,0
CUST001496,40,83.28,3100.11,two-year,bank-transfer,None,yes,no,0,46.3,2,0
CUST001497,56,72.84,3593.24,month-to-month,bank-transfer,Fiber,no,no,0,66.1,1,0
CUST001498,34,74.61,2359.89,one-year,credit-card,DSL,no,no,0,31.8,1,0
CUST001499,60,118.77,,month-to-month,electronic-check,Fiber,no,yes,0,60.4,2,1
CUST001500,38,38.27,1489.17,one-year,mailed-check,Fiber,no,no,0,77.0,0,1
CUST001501,19,69.31,1247.55,month-to-month,electronic-check,Fiber,yes,yes,0,48.6,1,1
CUST001502,17,77.61,1181.15,one-year,credit-card,Fiber,no,yes,0,68.0,0,0
CUST001503,23,51.59,1077.12,one-year,electronic-check,DSL,no,yes,0,156.0,2,0
CUST001504,43,70.71,2667.44,month-to-month,bank-transfer,Fiber,yes,no,0,95.0,2,0
CUST001505,18,30.0,558.21,month-to-month,bank-transfer,DSL,no,no,0,87.2,2,1
CUST001506,65,105.25,5883.95,month-to-month,electronic-check,None,no,yes,0,51.2,2,0
CUST001507,35,52.96,1580.32,one-year,mailed-check,DSL,no,no,0,44.9,2,0
CUST001508,62,120.79,6639.71,one-year,electronic-check,Fiber,no,no,0,62.5,2,0
CUST001509,49,69.19,3431.59,one-year,bank-transfer,Fiber,no,yes,0,86.1,0,0
CUST001510,24,95.7,2192.74,month-to-month,credit-card,Fiber,no,yes,0,73.8,0,1
CUST001511,17,68.67,1138.4,two-year,mailed-check,Fiber,no,yes,0,69.5,1,0
CUST001512,53,69.23,3381.33,one-year,credit-card,Fiber,no,yes,0,103.8,4,1
CUST001513,24,55.4,1148.42,month-to-month,electronic-check,Fiber,yes,no,0,83.2,1,1
CUST001514,18,72.98,1341.53,month-to-month,mailed-check,DSL,no,no,0,100.2,1,1
CUST001515,67,77.95,4639.69,month-to-month,credit-card,Fiber,no,no,0,35.9,0,0
CUST001516,35,50.39,1510.76,month-to-month,credit-card,Fiber,no,no,1,28.3,3,0
CUST001517,4,66.87,258.0,month-to-month,electronic-check,DSL,no,yes,0,148.5,2,1
CUST001518,36,54.75,1708.18,month-to-month,bank-transfer,Fiber,no,no,0,11.0,2,1
CUST001519,33,127.49,3656.67,month-to-month,credit-card,DSL,no,no,0,30.7,3,1
CUST001520,62,67.76,4243.45,month-to-month,credit-card,Fiber,yes,yes,0,50.9,5,0
CUST001521,51,108.63,5253.83,month-to-month,bank-transfer,DSL,yes,no,0,128.5,2,1
CUST001522,14,65.11,818.84,two-year,electronic-check,Fiber,no,yes,0,27.6,1,0
CUST001523,11,76.48,773.75,month-to-month,electronic-check,DSL,no,no,0,17.1,3,1
CUST001524,43,36.97,1583.11,month-to-month,bank-transfer,Fiber,no,no,0,37.3,1,0
CUST001525,4,58.82,203.11,one-year,bank-transfer,DSL,no,no,0,47.2,0,1
CUST001526,23,75.26,1511.66,month-to-month,electronic-check,Fiber,no,no,1,67.6,2,1
CUST001527,10,109.65,1067.17,month-to-month,electronic-check,DSL,yes,no,0,88.2,1,1
CUST001528,2,75.55,146.78,month-to-month,mailed-check,Fiber,no,no,0,105.7,2,1
CUST001529,66,104.59,7210.07,month-to-month,mailed-check,Fiber,no,no,0,23.5,1,0
CUST001530,7,86.02,556.93,one-year,mailed-check,None,yes,yes,1,10.2,3,0
CUST001531,1,110.69,95.53,month-to-month,mailed-check,Fiber,yes,no,1,66.2,3,1
CUST001532,67,68.52,4395.76,month-to-month,electronic-check,Fiber,no,no,0,27.2,3,1
CUST001533,14,129.76,1776.07,one-year,credit-card,Fiber,no,no,0,44.1,1,1
CUST001534,58,57.87,2946.71,two-year,bank-transfer,DSL,no,no,1,52.8,2,0
CUST001535,3,50.84,146.51,month-to-month,electronic-check,Fiber,no,yes,0,46.1,3,1
CUST001536,11,39.75,388.96,month-to-month,mailed-check,Fiber,no,no,0,15.6,2,0
CUST001537,8,128.28,1045.68,month-to-month,mailed-check,Fiber,yes,yes,0,70.4,2,1
CUST001538,51,90.49,4693.59,one-year,bank-transfer,DSL,no,yes,0,179.1,0,0
CUST001539,45,61.65,2596.49,one-year,bank-transfer,Fiber,yes,no,0,,0,0
CUST001540,34,101.23,3591.02,one-year,bank-transfer,Fiber,no,yes,0,195.5,1,0
CUST001541,18,87.19,1641.54,month-to-month,bank-transfer,Fiber,yes,no,0,10.9,0,0
CUST001542,7,119.15,730.5,month-to-month,electronic-check,DSL,no,no,0,36.8,2,1
CUST001543,41,31.3,1185.18,two-year,electronic-check,Fiber,no,no,0,162.8,2,0
CUST001544,17,63.37,1045.04,month-to-month,electronic-check,Fiber,no,yes,0,36.1,0,0
CUST001545,42,58.44,2127.95,two-year,mailed-check,DSL,no,yes,0,73.4,1,0
CUST001546,49,20.66,937.96,month-to-month,mailed-check,Fiber,no,no,0,61.3,1,0
CUST001547,61,96.51,5311.55,month-to-month,bank-transfer,None,no,yes,1,51.6,1,0
CUST001548,36,63.24,2368.64,month-to-month,electronic-check,None,yes,no,0,106.4,0,1
CUST001549,1,88.49,82.5,month-to-month,bank-transfer,DSL,yes,no,0,62.7,4,1
CUST001550,20,128.99,2586.34,two-year,electronic-check,Fiber,yes,yes,0,95.8,0,0
CUST001551,61,61.17,3460.25,month-to-month,mailed-check,DSL,yes,no,0,165.1,2,0
CUST001552,38,59.47,1980.46,one-year,bank-transfer,None,yes,yes,0,108.4,2,0
CUST001553,44,72.97,3283.34,one-year,electronic-check,Fiber,no,yes,0,30.6,2,0
CUST001554,33,94.68,2656.03,two-year,electronic-check,Fiber,no,no,1,219.1,0,0
CUST001555,12,55.83,576.96,one-year,mailed-check,DSL,no,yes,0,86.5,1,0
CUST001556,64,54.23,3203.05,two-year,bank-transfer,Fiber,yes,yes,0,54.8,4,0
CUST001557,55,96.43,5236.72,two-year,electronic-check,DSL,no,no,0,26.9,2,0
CUST001558,71,79.47,5181.62,month-to-month,credit-card,Fiber,yes,no,1,65.1,1,0
CUST001559,61,20.0,1053.18,two-year,credit-card,Fiber,no,no,1,38.7,3,0
CUST001560,21,39.37,755.31,two-year,credit-card,Fiber,no,no,0,22.2,0,0
CUST001561,19,107.53,1836.71,month-to-month,electronic-check,Fiber,yes,no,0,28.7,3,1
CUST001562,18,80.05,1226.33,one-year,bank-transfer,DSL,yes,no,0,19.4,0,0
CUST001563,66,50.95,3217.97,month-to-month,electronic-check,DSL,no,no,0,13.1,1,0
CUST001564,40,65.74,2296.51,one-year,credit-card,Fiber,no,yes,0,49.6,1,0
CUST001565,33,70.33,2106.21,month-to-month,bank-transfer,Fiber,no,no,1,58.0,1,1
CUST001566,69,88.39,5966.19,one-year,electronic-check,DSL,yes,no,0,79.7,2,0
CUST001567,43,36.04,1542.01,month-to-month,electronic-check,Fiber,yes,yes,1,221.4,0,0
CUST001568,65,48.98,2873.9,one-year,credit-card,Fiber,no,no,0,85.0,5,0
CUST001569,70,76.82,4924.83,month-to-month,credit-card,Fiber,no,no,1,44.4,1,0
CUST001570,6,67.5,364.25,one-year,bank-transfer,Fiber,yes,no,0,48.2,2,1
CUST001571,26,84.3,2282.49,month-to-month,mailed-check,DSL,yes,yes,0,70.9,3,0
CUST001572,53,39.26,1847.95,one-year,credit-card,DSL,no,no,0,29.7,2,0
CUST001573,58,78.93,4058.97,month-to-month,credit-card,Fiber,no,yes,0,93.6,3,0
CUST001574,11,97.29,1004.92,month-to-month,credit-card,Fiber,yes,no,1,50.9,3,1
CUST001575,23,82.17,1677.98,month-to-month,mailed-check,Fiber,no,no,0,102.9,4,1
CUST001576,39,73.48,2525.68,two-year,bank-transfer,None,no,no,1,66.8,2,0
CUST001577,57,67.6,3349.11,month-to-month,credit-card,DSL,no,no,1,54.6,1,1
CUST001578,9,49.13,432.46,one-year,electronic-check,Fiber,yes,no,0,119.7,0,1
CUST001579,43,68.2,2851.71,month-to-month,mailed-check,Fiber,no,no,0,21.3,0,1
CUST001580,22,101.49,2188.2,one-year,electronic-check,DSL,yes,yes,0,77.6,5,1
CUST001581,16,67.02,1077.32,month-to-month,mailed-check,None,no,yes,0,148.6,2,1
CUST001582,37,47.75,1617.06,month-to-month,credit-card,None,no,yes,0,68.6,0,0
CUST001583,30,57.69,1789.0,month-to-month,electronic-check,DSL,no,no,0,60.6,0,1
CUST001584,46,75.02,3439.33,month-to-month,bank-transfer,None,no,yes,0,104.4,1,0
CUST001585,23,60.66,1410.45,month-to-month,electronic-check,DSL,no,no,0,44.2,3,0
CUST001586,59,82.13,4817.53,month-to-month,credit-card,None,yes,no,0,52.5,2,0
CUST001587,6,83.07,459.39,month-to-month,credit-card,Fiber,yes,no,1,26.9,0,0
CUST001588,62,92.22,5183.65,two-year,bank-transfer,DSL,yes,yes,1,42.6,4,0
CUST001589,3,105.59,296.02,month-to-month,bank-transfer,Fiber,no,no,0,89.9,1,1
CUST001590,53,94.9,4372.85,two-year,electronic-check,Fiber,yes,yes,0,53.3,1,0
CUST001591,25,46.64,1096.34,month-to-month,credit-card,DSL,no,yes,0,34.3,4,0
CUST001592,28,47.41,1139.81,month-to-month,bank-transfer,Fiber,no,no,0,122.8,0,0
CUST001593,2,68.11,115.89,month-to-month,electronic-check,Fiber,no,no,0,113.4,1,1
CUST001594,50,58.72,3042.58,month-to-month,credit-card,DSL,no,yes,0,200.8,2,0
CUST001595,12,41.54,492.43,month-to-month,electronic-check,DSL,no,yes,0,37.1,1,1
CUST001596,47,58.96,2666.84,two-year,bank-transfer,DSL,no,yes,0,112.9,1,0
CUST001597,52,58.14,2776.04,one-year,electronic-check,Fiber,no,no,0,88.5,2,1
CUST001598,61,53.2,3128.72,one-year,bank-transfer,Fiber,no,yes,0,71.0,1,0
CUST001599,51,62.11,3257.3,month-to-month,electronic-check,Fiber,yes,yes,0,154.0,1,1
CUST001600,22,99.46,2145.4,month-to-month,electronic-check,DSL,yes,no,0,77.2,0,0
CUST001601,53,74.98,3856.69,one-year,mailed-check,DSL,no,yes,1,39.4,1,0
CUST001602,59,131.8,7325.5,month-to-month,credit-card,Fiber,no,no,0,50.1,3,1
CUST001603,23,74.26,1569.87,month-to-month,electronic-check,DSL,no,no,0,20.3,2,1
CUST001604,9,62.75,558.94,month-to-month,bank-transfer,Fiber,no,no,0,86.8,4,1
CUST001605,64,70.1,4693.65,month-to-month,bank-transfer,Fiber,no,no,0,152.6,3,1
CUST001606,11,76.41,785.84,one-year,credit-card,Fiber,no,no,0,77.7,1,1
CUST001607,43,80.88,3228.97,month-to-month,electronic-check,Fiber,no,yes,0,71.1,0,0
CUST001608,17,121.92,1939.21,month-to-month,bank-transfer,Fiber,no,no,0,102.6,3,1
CUST001609,9,48.87,411.29,two-year,credit-card,DSL,no,yes,0,,2,0
CUST001610,56,91.48,5369.42,two-year,electronic-check,None,yes,no,0,124.5,4,0
CUST001611,11,75.19,819.94,month-to-month,mailed-check,DSL,yes,yes,0,62.4,2,1
CUST001612,48,30.72,1359.3,month-to-month,credit-card,DSL,no,no,0,82.0,1,0
CUST001613,50,89.27,4125.62,one-year,electronic-check,Fiber,no,yes,1,60.4,0,0
CUST001614,5,101.69,475.99,month-to-month,mailed-check,DSL,no,no,0,26.5,3,1
CUST001615,13,48.57,541.33,month-to-month,electronic-check,Fiber,no,no,1,30.7,2,1
CUST001616,57,69.78,3800.71,month-to-month,credit-card,Fiber,yes,yes,0,41.2,2,0
CUST001617,37,26.87,1006.39,month-to-month,credit-card,Fiber,no,no,0,25.9,1,1
CUST001618,9,38.53,340.57,two-year,bank-transfer,Fiber,no,yes,1,69.7,1,0
CUST001619,71,96.2,6076.72,one-year,bank-transfer,None,no,no,0,,1,0
CUST001620,19,58.34,1103.59,two-year,mailed-check,Fiber,yes,yes,0,44.6,2,0
CUST001621,1,42.28,42.02,one-year,electronic-check,DSL,no,no,1,17.5,2,1
CUST001622,66,75.74,4511.49,one-year,electronic-check,Fiber,no,no,0,38.4,0,0
CUST001623,2,56.94,110.98,one-year,electronic-check,DSL,no,no,1,53.6,0,0
CUST001624,40,58.23,2264.42,one-year,electronic-check,DSL,no,no,0,102.2,0,0
CUST001625,71,88.48,6394.89,month-to-month,bank-transfer,DSL,no,no,0,65.7,1,1
CUST001626,42,40.96,1509.09,month-to-month,electronic-check,DSL,yes,no,0,65.7,1,0
CUST001627,42,47.37,1768.64,month-to-month,electronic-check,DSL,yes,yes,0,84.3,1,0
CUST001628,28,73.85,1958.61,month-to-month,mailed-check,DSL,no,no,1,111.6,3,1
CUST001629,10,94.24,809.36,month-to-month,electronic-check,Fiber,yes,yes,0,149.3,1,0
CUST001630,41,100.95,3862.13,month-to-month,electronic-check,Fiber,no,no,0,44.7,1,1
CUST001631,64,53.37,3441.79,one-year,electronic-check,None,yes,yes,1,62.4,2,0
CUST001632,7,93.43,575.36,month-to-month,electronic-check,DSL,yes,no,1,44.6,2,1
CUST001633,63,50.4,2991.01,month-to-month,bank-transfer,DSL,no,no,0,81.7,0,0
CUST001634,30,115.66,3636.19,month-to-month,credit-card,Fiber,yes,no,0,17.4,1,1
CUST001635,39,41.66,1545.43,month-to-month,credit-card,DSL,no,yes,1,172.4,1,1
CUST001636,12,103.21,1176.18,two-year,credit-card,Fiber,yes,yes,0,87.0,0,0
CUST001637,45,53.59,2319.33,month-to-month,bank-transfer,Fiber,yes,no,0,79.1,2,0
CUST001638,13,120.33,1387.84,month-to-month,credit-card,Fiber,yes,no,0,39.1,1,1
CUST001639,20,84.78,1491.17,month-to-month,bank-transfer,DSL,yes,no,0,49.2,0,1
CUST001640,52,44.6,2285.5,two-year,bank-transfer,Fiber,no,no,1,25.9,0,1
CUST001641,4,56.94,211.62,one-year,mailed-check,Fiber,no,yes,0,37.7,2,0
CUST001642,32,89.53,2601.33,month-to-month,electronic-check,None,no,no,0,111.6,1,1
CUST001643,43,96.32,3546.5,month-to-month,electronic-check,DSL,yes,no,0,20.3,1,0
CUST001644,10,68.23,695.41,one-year,electronic-check,Fiber,yes,yes,0,192.8,1,0
CUST001645,21,71.12,1279.15,two-year,credit-card,Fiber,yes,no,0,124.3,2,0
CUST001646,25,88.96,2223.99,month-to-month,electronic-check,DSL,no,yes,1,78.1,2,1
CUST001647,48,73.29,3258.99,month-to-month,bank-transfer,Fiber,yes,yes,0,35.9,2,0
CUST001648,70,37.66,2556.42,month-to-month,credit-card,Fiber,yes,yes,0,95.9,2,0
CUST001649,60,49.68,2681.34,month-to-month,mailed-check,DSL,no,no,0,90.5,2,1
CUST001650,14,75.88,935.99,one-year,electronic-check,Fiber,no,no,0,44.1,2,0
CUST001651,2,100.39,192.08,two-year,mailed-check,Fiber,no,yes,0,85.8,1,0
CUST001652,4,110.4,436.8,two-year,electronic-check,Fiber,yes,no,0,53.5,1,1
CUST001653,43,89.49,3421.31,one-year,credit-card,DSL,no,no,0,16.3,3,0
CUST001654,12,77.18,868.06,month-to-month,bank-transfer,Fiber,yes,no,0,27.2,4,1
CUST001655,17,88.72,1416.13,two-year,bank-transfer,DSL,no,yes,0,121.7,1,0
CUST001656,61,53.33,2905.68,month-to-month,bank-transfer,Fiber,no,yes,0,47.9,2,0
CUST001657,63,66.17,4014.51,month-to-month,bank-transfer,Fiber,yes,yes,0,40.4,2,0
CUST001658,60,49.4,2605.91,one-year,bank-transfer,Fiber,no,no,1,69.5,1,0
CUST001659,19,38.78,701.42,month-to-month,electronic-check,Fiber,no,no,0,12.3,1,1
CUST001660,44,78.34,3008.11,two-year,electronic-check,DSL,no,yes,0,64.9,0,0
CUST001661,44,74.64,3110.46,two-year,electronic-check,DSL,yes,no,0,72.2,2,0
CUST001662,14,87.19,1113.63,one-year,bank-transfer,Fiber,no,yes,0,,0,0
CUST001663,40,83.65,3146.74,one-year,credit-card,DSL,yes,yes,0,31.0,1,0
CUST001664,38,76.07,2707.83,month-to-month,bank-transfer,Fiber,no,yes,0,43.6,4,0
CUST001665,29,83.92,2510.55,month-to-month,bank-transfer,Fiber,yes,yes,0,71.2,3,0
CUST001666,54,68.93,3528.62,one-year,credit-card,None,yes,yes,0,33.0,5,0
CUST001667,49,80.32,3989.6,one-year,electronic-check,DSL,no,yes,0,74.8,2,1
CUST001668,38,51.85,1763.68,two-year,electronic-check,Fiber,no,no,0,69.4,1,0
CUST001669,52,79.24,3792.56,month-to-month,credit-card,DSL,no,no,0,11.5,0,0
CUST001670,55,86.71,4125.31,month-to-month,credit-card,None,no,no,0,110.1,2,1
CUST001671,41,53.26,2039.87,month-to-month,bank-transfer,Fiber,no,yes,0,33.6,1,0
CUST001672,20,71.3,1402.81,one-year,electronic-check,Fiber,no,no,1,66.0,2,1
CUST001673,54,54.41,2989.95,one-year,credit-card,Fiber,yes,no,0,173.8,0,0
CUST001674,51,56.84,2792.11,two-year,credit-card,DSL,yes,no,0,36.2,1,0
CUST001675,70,41.88,2867.15,month-to-month,bank-transfer,Fiber,no,yes,1,84.6,1,0
CUST001676,11,101.64,989.97,month-to-month,electronic-check,Fiber,yes,no,0,198.8,0,1
CUST001677,30,96.64,2485.89,month-to-month,bank-transfer,DSL,no,yes,0,92.2,0,0
CUST001678,66,83.44,5552.96,month-to-month,credit-card,None,no,yes,0,123.7,2,0
CUST001679,37,119.3,3899.45,month-to-month,credit-card,None,yes,no,0,28.6,1,1
CUST001680,67,65.27,3796.87,one-year,bank-transfer,None,no,no,0,148.6,3,0
CUST001681,1,145.79,151.26,month-to-month,bank-transfer,Fiber,no,no,0,16.6,3,1
CUST001682,3,64.31,201.17,month-to-month,bank-transfer,DSL,no,no,0,88.5,1,1
CUST001683,57,76.38,4237.21,one-year,bank-transfer,Fiber,no,yes,0,64.3,3,0
CUST001684,26,60.06,1445.58,two-year,mailed-check,DSL,yes,no,0,52.5,3,0
CUST001685,37,79.31,2983.32,month-to-month,electronic-check,Fiber,yes,yes,0,46.7,3,0
CUST001686,31,90.89,2510.31,month-to-month,electronic-check,DSL,yes,no,0,93.5,1,1
CUST001687,29,67.15,1822.48,one-year,credit-card,None,no,no,0,39.2,3,0
CUST001688,67,114.42,7063.61,one-year,electronic-check,DSL,yes,no,0,48.4,0,0
CUST001689,7,75.98,549.17,two-year,electronic-check,DSL,no,no,0,88.9,2,0
CUST001690,55,76.76,4365.15,month-to-month,credit-card,DSL,yes,yes,0,120.9,0,0
CUST001691,64,47.28,2965.94,month-to-month,bank-transfer,Fiber,no,yes,0,59.9,5,0
CUST001692,47,80.46,3298.13,two-year,electronic-check,DSL,no,no,1,152.1,0,0
CUST001693,29,66.65,1829.32,month-to-month,electronic-check,DSL,yes,yes,0,72.0,2,1
CUST001694,12,54.79,591.12,month-to-month,credit-card,DSL,no,yes,0,67.8,2,1
CUST001695,49,50.59,2545.8,two-year,mailed-check,DSL,no,no,0,256.9,2,0
CUST001696,34,136.79,4081.97,month-to-month,mailed-check,None,no,yes,1,81.3,1,0
CUST001697,11,63.41,600.46,one-year,mailed-check,Fiber,no,yes,0,184.5,2,0
CUST001698,26,33.58,865.12,two-year,electronic-check,DSL,no,yes,0,244.5,2,0
CUST001699,69,52.54,3410.13,month-to-month,bank-transfer,DSL,no,no,1,29.4,0,0
CUST001700,19,68.71,1328.56,one-year,electronic-check,DSL,no,no,0,38.8,2,1
CUST001701,13,83.67,940.79,month-to-month,bank-transfer,Fiber,no,no,0,19.4,3,1
CUST001702,49,83.87,4151.61,two-year,electronic-check,DSL,no,yes,0,97.6,0,0
CUST001703,15,86.92,1117.97,two-year,electronic-check,DSL,yes,no,0,98.5,2,0
CUST001704,66,53.88,3042.63,two-year,electronic-check,DSL,no,yes,0,44.9,1,0
CUST001705,61,78.51,4512.6,month-to-month,credit-card,DSL,yes,yes,1,10.8,0,0
CUST001706,70,48.1,3010.97,one-year,electronic-check,Fiber,no,no,0,83.7,1,0
CUST001707,65,54.51,3432.4,two-year,electronic-check,DSL,yes,no,0,20.8,3,0
CUST001708,18,47.06,724.39,one-year,electronic-check,Fiber,no,yes,0,56.9,1,1
CUST001709,16,40.29,552.51,one-year,bank-transfer,Fiber,yes,yes,0,100.9,0,0
CUST001710,25,96.61,2404.21,month-to-month,mailed-check,None,yes,no,0,70.8,2,1
CUST001711,34,87.22,2645.31,two-year,credit-card,DSL,yes,yes,1,120.3,0,0
CUST001712,63,94.42,5837.13,month-to-month,bank-transfer,Fiber,no,yes,0,54.9,1,1
CUST001713,53,70.98,3761.88,month-to-month,bank-transfer,None,yes,no,1,40.0,3,0
CUST001714,46,89.42,3545.13,two-year,bank-transfer,None,yes,no,0,34.9,5,0
CUST001715,63,25.97,1642.57,two-year,electronic-check,Fiber,yes,no,0,99.3,0,0
CUST001716,46,91.58,3806.93,two-year,credit-card,DSL,yes,no,0,61.5,0,0
CUST001717,27,74.43,1864.74,month-to-month,credit-card,None,no,no,0,38.6,1,0
CUST001718,30,85.68,2229.38,month-to-month,electronic-check,Fiber,no,yes,0,81.3,1,0
CUST001719,37,79.5,2993.64,month-to-month,bank-transfer,DSL,no,no,0,18.0,2,0
CUST001720,7,45.32,305.23,month-to-month,electronic-check,DSL,no,yes,0,67.1,2,1
CUST001721,53,32.55,1640.5,two-year,bank-transfer,None,no,no,0,76.6,1,0
CUST001722,47,52.2,2560.64,one-year,credit-card,DSL,no,no,0,83.1,3,1
CUST001723,52,84.12,4010.75,month-to-month,credit-card,Fiber,yes,yes,1,152.7,2,1
CUST001724,38,87.25,3408.85,month-to-month,electronic-check,Fiber,no,no,0,52.9,4,1
CUST001725,56,35.8,1992.65,month-to-month,bank-transfer,Fiber,no,no,0,77.3,4,0
CUST001726,68,45.47,3202.36,two-year,bank-transfer,DSL,no,no,0,,1,0
CUST001727,41,51.92,2195.9,one-year,electronic-check,Fiber,no,yes,0,62.0,0,0
CUST001728,32,61.07,2048.45,month-to-month,bank-transfer,Fiber,yes,yes,0,27.1,1,0
CUST001729,8,35.95,252.03,month-to-month,bank-transfer,None,no,no,0,105.0,1,0
