equipment_id,asset_type,manufacturer,plant_site,criticality,rated_power_kw,rated_rpm,operating_hours,runtime_since_overhaul_hours,last_maintenance_days_ago,maintenance_type_last,num_starts_30d,load_percent,ambient_temp_c,humidity_percent,vibration_rms_mm_s,vibration_peak_g,bearing_temp_c,motor_winding_temp_c,oil_temp_c,oil_pressure_bar,oil_particle_count_iso4406,suction_pressure_bar,discharge_pressure_bar,flow_rate_m3_h,current_draw_amps,power_factor,failure_within_30d
EQ-003006,motor,ABB,HOU-01,B,250,3000,57541,13723,258,predictive,14,73.0,42.0,32.8,3.79,1.0,72.5,81.6,71.2,4.49,48.0,2.65,10.31,131.8,351.0,0.936,0
EQ-003007,pump,Sulzer,HOU-01,A,160,3000,13117,12649,203,preventive,7,79.3,22.7,52.2,4.32,1.08,58.3,69.1,52.7,3.89,53.0,1.64,8.08,85.9,241.6,0.914,0
EQ-003008,motor,Siemens,SIN-04,B,400,3600,37792,13745,498,corrective,15,66.5,32.2,63.0,4.33,1.16,65.1,77.6,60.9,3.74,54.0,2.19,10.4,236.1,512.8,0.843,1
EQ-003009,pump,Sulzer,SIN-04,B,400,1500,50183,20605,241,predictive,12,60.1,25.7,69.6,3.51,1.09,54.9,65.3,48.5,4.08,39.0,1.83,8.95,232.5,471.5,0.851,0
EQ-003010,motor,Flowserve,ANT-05,B,160,3000,46985,12314,112,preventive,9,63.5,18.5,51.4,2.81,0.66,48.2,56.0,42.4,3.29,37.0,1.34,8.86,109.9,193.1,0.884,0
EQ-003011,pump,ABB,HOU-01,B,75,1500,38372,17999,461,corrective,10,86.3,34.7,62.4,3.78,1.02,69.7,79.1,65.8,4.34,40.0,2.01,8.64,25.2,134.2,0.88,0
EQ-003012,compressor,Flowserve,JUB-03,A,75,1500,21263,9365,195,preventive,60,68.5,28.5,32.6,3.86,0.84,60.8,62.3,59.2,2.96,53.0,1.39,9.52,62.7,98.0,0.947,0
EQ-003013,compressor,ABB,ROT-02,C,630,1800,59008,27259,459,preventive,46,72.0,29.5,61.9,4.95,1.48,62.9,76.2,54.8,4.31,59.0,1.98,10.87,385.5,857.3,0.879,1
EQ-003014,motor,Siemens,ROT-02,B,250,1500,37129,29225,229,predictive,12,65.0,27.3,60.6,2.87,0.87,64.0,67.8,62.1,3.45,49.0,2.2,10.76,125.0,308.7,0.856,0
EQ-003015,motor,WEG,JUB-03,A,22,1500,59958,25243,245,none,11,87.5,25.5,53.7,4.23,1.31,65.1,74.6,59.5,,38.0,2.86,9.31,12.3,28.6,0.96,0
EQ-003016,motor,KSB,ANT-05,A,160,1800,18943,16619,506,predictive,14,77.3,29.6,57.5,3.28,0.77,63.1,72.3,57.1,2.4,38.0,1.93,10.6,71.3,232.7,0.844,0
EQ-003017,motor,Siemens,ANT-05,C,45,1500,11721,4805,452,preventive,16,74.4,29.8,64.1,2.49,0.75,59.9,61.0,53.0,2.98,33.0,2.08,11.81,26.5,57.6,0.762,0
EQ-003018,compressor,ABB,JUB-03,B,400,1500,76893,49277,453,preventive,43,80.8,20.7,50.6,6.68,1.86,57.0,67.2,51.3,3.9,46.0,1.72,7.46,225.8,617.7,0.826,1
EQ-003019,motor,ABB,JUB-03,B,75,1500,61554,43184,5,predictive,4,72.2,17.3,48.5,4.17,1.34,47.4,60.4,44.6,4.6,54.0,2.76,12.94,49.7,92.6,0.878,0
EQ-003020,pump,ABB,SIN-04,B,11,3000,30158,12638,36,corrective,10,59.0,23.6,33.5,2.71,0.67,45.6,53.6,41.5,3.89,50.0,2.47,12.4,23.9,10.6,0.941,0
EQ-003021,compressor,KSB,SIN-04,B,22,3600,14532,12152,140,predictive,45,69.6,27.2,51.9,4.54,1.51,63.6,73.9,61.7,2.78,46.0,1.34,9.86,22.5,30.2,0.922,0
EQ-003022,motor,KSB,SIN-04,B,250,1500,18817,7120,522,preventive,16,83.0,34.7,69.4,3.7,0.93,69.9,80.1,61.4,3.12,51.0,1.37,8.53,140.5,397.7,0.986,0
EQ-003023,pump,Siemens,HOU-01,B,45,3000,11520,6722,141,predictive,13,85.7,31.9,58.7,3.37,1.14,62.2,78.8,56.9,3.83,48.0,2.51,8.11,12.7,72.0,0.94,0
EQ-003024,compressor,Atlas-Copco,JUB-03,B,110,3000,4441,3607,349,none,43,110.0,39.3,31.9,3.66,1.11,76.5,98.2,72.1,2.87,30.0,1.69,9.66,48.2,231.5,0.907,0
EQ-003025,compressor,Sulzer,SIN-04,B,400,3600,82079,28924,90,predictive,54,81.5,28.1,61.5,5.26,1.16,59.3,64.6,56.6,3.33,59.0,1.82,13.03,226.7,612.6,0.894,0
EQ-003026,pump,Atlas-Copco,HOU-01,C,110,1800,46320,22983,281,preventive,8,59.9,16.8,65.1,3.92,1.17,50.3,59.0,40.3,3.09,34.0,1.76,9.04,81.7,129.0,0.958,0
EQ-003027,pump,WEG,JUB-03,A,75,3000,14345,10702,37,predictive,11,85.8,20.1,78.5,3.08,0.88,54.2,57.9,51.6,3.48,45.0,1.52,10.68,29.0,119.5,0.792,0
EQ-003028,motor,ABB,HOU-01,B,11,3600,73243,37263,435,preventive,10,77.7,24.8,44.5,4.66,1.36,60.9,70.0,49.0,4.58,58.0,2.19,11.07,13.1,16.1,0.916,0
EQ-003029,pump,ABB,JUB-03,A,11,3000,62481,27735,237,corrective,12,45.4,31.0,64.7,4.4,1.17,65.8,71.0,63.1,3.83,44.0,1.75,11.06,25.8,8.5,0.895,0
EQ-003030,motor,Sulzer,ROT-02,B,160,1500,51919,20659,0,preventive,13,57.1,24.1,72.5,4.08,1.14,54.3,63.5,51.3,3.76,58.0,2.02,14.43,107.8,168.0,0.873,0
EQ-003031,compressor,Sulzer,JUB-03,C,22,1800,19722,17060,536,predictive,51,62.6,26.3,58.6,5.42,1.57,54.7,56.2,45.8,3.81,38.0,1.49,10.05,13.3,23.6,0.854,0
EQ-003032,pump,Atlas-Copco,ROT-02,B,22,1500,4362,682,63,corrective,11,89.4,30.4,54.4,2.64,0.78,62.5,74.0,56.5,3.12,42.0,1.24,10.99,5.0,35.4,0.86,0
EQ-003033,compressor,Atlas-Copco,ROT-02,A,630,3600,42672,19326,354,predictive,49,84.1,25.9,60.0,4.68,1.57,60.4,77.4,58.6,3.89,41.0,2.47,5.7,379.1,1011.9,0.863,0
EQ-003034,compressor,Siemens,HOU-01,C,630,1500,4292,1841,59,corrective,43,75.4,25.5,59.7,3.97,0.98,56.5,69.3,50.7,3.76,40.0,2.29,13.35,384.9,902.3,0.93,0
EQ-003035,compressor,KSB,ROT-02,A,250,3000,37674,24152,332,none,40,77.0,31.0,68.3,4.62,1.3,62.4,75.7,53.1,3.35,46.0,2.07,10.56,139.5,366.5,0.867,0
EQ-003036,motor,Atlas-Copco,HOU-01,C,630,1500,64019,58368,10,preventive,13,87.0,13.3,76.6,3.5,0.8,51.4,73.9,46.5,3.41,42.0,1.72,8.89,374.7,1054.1,0.932,0
EQ-003037,pump,Atlas-Copco,SIN-04,B,400,3600,72272,53725,36,preventive,11,85.4,31.8,55.6,5.07,1.37,71.1,81.6,67.2,2.64,60.0,2.41,7.66,233.2,663.2,0.843,0
EQ-003038,motor,Siemens,ROT-02,C,45,3000,4935,3216,71,corrective,17,64.8,31.4,38.4,2.28,0.6,63.4,76.1,57.1,3.73,46.0,2.45,12.47,32.1,47.1,0.918,0
EQ-003039,motor,ABB,HOU-01,B,110,3600,31629,26685,146,preventive,10,83.8,29.9,52.3,2.83,0.73,64.6,76.2,57.0,3.89,44.0,1.34,7.51,84.5,168.5,0.896,1
EQ-003040,pump,WEG,SIN-04,C,22,3000,47984,37077,142,preventive,9,92.0,36.2,51.2,4.77,1.3,77.6,92.1,77.9,2.97,49.0,1.69,9.07,25.9,38.7,0.973,0
EQ-003041,pump,Flowserve,ANT-05,C,110,1800,13684,9091,296,preventive,17,84.8,34.1,58.7,3.49,1.0,64.8,81.2,58.9,3.47,39.0,2.31,9.98,32.8,177.2,0.886,0
EQ-003042,pump,Sulzer,JUB-03,B,11,3000,25182,22528,204,predictive,15,62.5,34.0,37.7,3.75,0.94,67.1,76.7,64.3,3.73,34.0,2.1,9.58,9.7,11.3,0.898,0
EQ-003043,pump,KSB,HOU-01,B,250,3000,79892,32713,295,preventive,10,79.1,25.0,67.1,4.14,1.13,59.9,67.4,51.5,2.47,50.0,2.56,8.29,122.0,373.4,0.901,0
EQ-003044,motor,Atlas-Copco,SIN-04,C,160,3000,79357,45726,87,preventive,12,60.9,28.4,69.9,5.71,1.5,63.7,68.5,53.8,4.8,49.0,1.48,8.42,97.0,179.9,0.932,0
EQ-003045,pump,Flowserve,SIN-04,A,160,3000,10188,5910,71,preventive,22,62.6,24.0,53.4,3.54,1.04,54.9,62.2,49.9,3.2,50.0,2.22,11.64,99.5,189.9,0.96,0
EQ-003046,motor,WEG,JUB-03,C,400,1500,11388,8418,485,corrective,13,61.9,35.6,45.2,4.86,1.25,64.6,70.9,62.1,3.28,40.0,2.02,12.36,249.9,460.6,0.897,0
EQ-003047,pump,ABB,JUB-03,C,400,3000,18604,16400,20,corrective,6,91.6,25.8,59.3,3.44,0.99,59.8,80.4,52.4,3.25,,1.7,6.33,231.8,697.8,0.875,0
EQ-003048,motor,WEG,JUB-03,B,11,1800,76453,11737,346,predictive,4,65.8,34.0,63.0,3.7,1.0,64.1,78.4,57.2,3.75,46.0,1.71,12.47,8.5,19.2,0.977,0
EQ-003049,compressor,ABB,ROT-02,A,630,3000,67948,18051,461,preventive,34,55.7,25.8,50.8,4.83,1.46,54.3,59.1,48.1,3.58,51.0,1.99,8.47,389.5,661.7,0.823,1
EQ-003050,compressor,KSB,SIN-04,C,22,1500,8489,3038,533,preventive,38,63.9,24.2,65.4,6.22,1.61,54.4,70.1,46.8,3.53,49.0,1.59,8.18,17.2,28.3,0.892,0
EQ-003051,compressor,Siemens,SIN-04,B,250,3000,46104,23916,293,preventive,50,79.5,35.9,54.1,5.04,1.43,64.6,72.8,59.8,4.22,37.0,1.92,8.15,128.2,385.1,0.99,0
EQ-003052,motor,WEG,HOU-01,B,400,1800,60718,55071,55,predictive,6,89.5,33.9,45.7,3.43,0.88,68.3,70.3,61.1,3.53,55.0,1.92,11.19,240.7,673.2,0.928,0
EQ-003053,motor,Atlas-Copco,ROT-02,C,400,1800,1085,877,121,corrective,9,68.9,36.8,48.3,1.89,0.59,69.3,81.2,63.6,3.58,46.0,2.55,11.72,264.7,525.7,0.926,0
EQ-003054,compressor,WEG,ANT-05,A,400,3000,50449,15253,493,predictive,50,92.9,21.3,48.9,4.09,1.16,55.1,69.8,48.4,3.13,49.0,2.53,9.77,217.2,710.3,0.884,0
EQ-003055,motor,WEG,HOU-01,A,630,3000,22677,16560,325,corrective,11,77.4,21.1,44.3,3.4,1.13,56.8,65.1,51.4,3.93,57.0,2.45,12.13,368.7,920.3,0.92,0
EQ-003056,pump,KSB,JUB-03,B,630,3600,10627,8638,479,corrective,23,69.3,18.4,58.3,3.52,0.96,46.5,50.8,46.4,4.5,51.0,2.26,7.79,369.4,843.5,0.881,1
EQ-003057,motor,Flowserve,JUB-03,A,400,1500,18796,4473,78,preventive,13,68.9,29.4,77.0,2.86,0.91,60.9,71.2,57.4,3.81,48.0,1.78,8.81,251.4,521.6,0.889,0
EQ-003058,motor,Flowserve,JUB-03,B,400,1500,27055,11625,299,preventive,16,70.2,26.5,50.6,3.2,0.74,58.7,72.5,56.1,4.01,32.0,2.16,12.35,258.1,536.4,0.9,0
EQ-003059,motor,Siemens,ROT-02,B,45,3000,36832,19478,337,predictive,9,73.1,26.2,66.8,3.93,1.05,61.1,64.3,54.7,3.69,44.0,1.82,10.12,33.6,68.7,0.87,0
EQ-003060,pump,Flowserve,HOU-01,A,22,1500,80490,15972,88,preventive,15,74.2,31.0,71.6,3.92,1.05,63.3,80.6,60.7,,,2.09,10.31,19.2,24.9,0.811,0
EQ-003061,motor,ABB,JUB-03,B,400,3000,54430,22864,484,preventive,11,83.3,24.0,79.4,4.11,1.31,58.6,73.4,52.7,,35.0,1.93,13.27,240.6,639.6,0.924,0
EQ-003062,motor,Sulzer,SIN-04,B,630,3000,79442,70084,106,preventive,10,64.9,18.1,63.2,5.77,1.85,47.3,52.5,35.8,2.54,55.0,1.95,11.04,351.8,780.5,0.856,0
EQ-003063,pump,Siemens,ROT-02,B,250,1800,33755,6457,437,corrective,15,73.9,18.8,36.5,4.92,1.46,53.7,63.1,55.9,3.72,47.0,1.74,9.22,174.6,363.2,0.862,0
EQ-003064,motor,Atlas-Copco,ANT-05,A,22,1500,21932,14552,205,predictive,15,69.6,21.9,30.2,2.76,0.87,50.0,62.6,46.7,4.05,50.0,2.22,6.97,5.0,34.7,0.883,0
EQ-003065,compressor,WEG,HOU-01,B,630,3000,33106,21849,467,corrective,46,86.5,29.1,34.2,5.32,1.52,71.8,80.5,68.1,3.21,44.0,1.86,5.76,365.8,1040.4,0.832,1
EQ-003066,compressor,WEG,ROT-02,B,45,1800,24104,5675,478,none,38,72.8,30.1,35.3,5.14,1.34,65.7,71.8,62.3,3.38,39.0,2.89,12.35,12.7,62.9,0.873,1
EQ-003067,motor,WEG,JUB-03,B,75,3000,46606,25298,455,predictive,9,90.7,34.7,45.2,3.77,0.81,77.3,85.6,72.1,4.31,55.0,2.34,10.63,81.1,125.6,0.871,0
EQ-003068,motor,Sulzer,HOU-01,B,11,3600,11901,5198,106,predictive,17,87.7,22.2,45.5,1.49,0.39,52.3,71.0,47.2,4.97,41.0,2.13,8.28,6.3,11.5,0.826,0
EQ-003069,pump,WEG,ROT-02,B,400,1800,63089,11196,126,preventive,10,52.9,24.6,61.3,3.28,1.04,53.3,57.2,48.4,4.73,51.0,2.39,8.51,221.7,406.7,0.919,0
EQ-003070,motor,ABB,JUB-03,A,22,3600,75063,59204,466,preventive,13,62.0,30.1,63.9,4.82,1.24,64.4,76.5,59.1,3.44,62.0,2.89,8.02,23.8,23.3,0.871,1
EQ-003071,motor,KSB,ANT-05,A,75,3000,67290,10603,101,corrective,8,68.2,24.6,20.2,2.23,0.15,51.1,56.4,43.8,4.11,33.0,2.02,10.19,38.1,98.1,0.938,0
EQ-003072,compressor,WEG,ROT-02,A,250,1500,69644,25587,189,preventive,61,85.5,27.2,35.2,5.41,1.44,63.7,76.6,61.8,3.99,58.0,2.19,9.56,150.7,407.3,0.9,1
EQ-003073,compressor,Atlas-Copco,ROT-02,B,160,3000,15208,6171,522,predictive,50,91.3,29.1,45.7,4.46,1.29,62.7,82.6,61.6,2.64,44.0,2.12,11.12,84.9,272.9,0.89,0
EQ-003074,motor,Sulzer,ROT-02,B,22,1500,40900,28405,336,preventive,16,69.3,37.6,47.1,3.8,1.36,72.5,79.9,70.7,4.39,45.0,2.06,7.98,5.0,33.8,0.821,0
EQ-003075,pump,Sulzer,ANT-05,C,400,1500,37253,32453,223,preventive,16,54.3,32.0,58.8,4.43,1.36,65.2,76.0,58.9,3.52,39.0,2.17,10.9,242.0,409.8,0.775,0
EQ-003076,motor,Siemens,SIN-04,A,110,1800,69652,46326,454,preventive,12,59.2,23.9,72.5,5.78,1.94,53.8,59.0,46.7,3.2,57.0,2.01,9.21,73.7,122.2,0.922,0
EQ-003077,pump,ABB,JUB-03,C,630,1500,69168,18835,290,predictive,15,74.4,34.8,36.0,4.4,1.63,72.0,84.1,65.8,3.12,50.0,2.11,9.89,375.2,895.3,0.865,1
EQ-003078,motor,ABB,SIN-04,C,110,3000,45259,28537,256,preventive,12,70.8,25.7,95.0,2.11,0.61,62.6,66.9,59.1,3.19,43.0,1.54,9.39,48.5,154.6,0.88,0
EQ-003079,motor,ABB,SIN-04,C,110,1800,58046,38624,158,preventive,8,79.2,32.6,60.5,3.72,1.07,65.0,74.9,63.7,3.94,43.0,1.71,8.5,100.1,165.6,0.781,0
EQ-003080,pump,Flowserve,ANT-05,A,160,3000,69918,13296,163,predictive,19,73.9,29.8,31.0,3.0,1.03,64.2,85.5,61.8,4.76,51.0,1.97,8.91,69.7,226.3,0.865,0
EQ-003081,pump,Flowserve,SIN-04,C,75,3000,4054,3948,263,preventive,6,64.7,19.0,52.7,3.3,1.12,47.1,52.6,42.7,3.15,49.0,1.28,9.02,26.0,90.0,0.903,0
EQ-003082,motor,Atlas-Copco,ROT-02,B,630,1500,16816,11355,31,preventive,18,69.2,28.6,44.4,2.97,0.82,68.0,79.6,64.3,3.68,33.0,1.58,10.38,370.8,818.2,0.814,0
EQ-003083,pump,Siemens,HOU-01,B,400,1500,2430,1491,76,corrective,16,71.0,29.8,21.0,2.54,0.84,60.1,64.8,50.8,3.16,38.0,1.84,12.27,247.6,544.4,0.91,0
EQ-003084,motor,Flowserve,HOU-01,B,250,1500,32960,5449,150,corrective,9,70.1,12.5,49.1,3.8,0.81,38.4,47.1,30.8,4.33,34.0,1.63,9.89,165.5,329.0,0.829,0
EQ-003085,compressor,KSB,HOU-01,B,11,3000,68620,35411,228,preventive,41,74.6,28.1,64.8,5.99,1.54,67.8,83.2,68.5,3.24,59.0,2.1,8.69,5.0,23.4,0.934,1
EQ-003086,motor,KSB,ROT-02,C,630,3600,8738,1213,497,predictive,12,94.6,34.5,51.2,3.83,1.3,73.2,88.0,65.0,3.63,43.0,2.44,10.03,357.1,1142.3,0.867,0
EQ-003087,motor,KSB,JUB-03,A,400,1500,45768,13289,428,none,20,80.1,27.6,66.6,2.84,0.71,64.1,76.2,61.0,2.49,52.0,1.49,14.71,206.5,601.5,0.87,0
EQ-003088,pump,WEG,HOU-01,B,45,1500,2416,2272,416,corrective,10,83.8,24.3,36.0,3.38,0.94,52.7,62.9,49.0,3.6,53.0,1.63,7.89,19.1,70.3,0.894,0
EQ-003089,pump,Siemens,SIN-04,B,250,3000,69836,52314,465,predictive,8,58.2,29.2,75.2,6.37,1.56,66.4,64.9,62.8,3.89,62.0,1.94,13.93,145.3,280.6,0.948,1
EQ-003090,motor,Sulzer,SIN-04,B,400,3600,54594,28272,474,preventive,12,72.4,33.6,68.7,3.62,1.1,67.2,76.7,64.1,2.8,46.0,1.68,10.87,243.4,549.3,0.827,0
EQ-003091,compressor,ABB,HOU-01,B,22,1500,35486,31361,531,predictive,50,110.0,34.9,68.9,5.18,1.34,68.4,86.0,55.3,3.51,44.0,1.75,10.38,9.4,54.4,0.891,1
EQ-003092,motor,KSB,JUB-03,C,250,1800,7103,1514,36,predictive,12,78.1,30.9,18.5,2.42,0.74,60.7,73.0,53.2,3.74,51.0,2.0,7.9,153.0,363.3,0.861,0
EQ-003093,motor,Siemens,HOU-01,B,22,3000,19756,5415,152,preventive,13,78.1,25.2,58.5,2.55,0.87,52.0,51.9,47.7,3.09,54.0,2.98,13.47,31.4,33.9,0.828,0
EQ-003094,motor,WEG,ROT-02,A,400,1800,72179,11395,324,preventive,12,69.7,21.4,62.0,3.49,0.87,54.0,62.4,48.6,4.68,56.0,1.5,11.95,240.1,532.0,0.874,0
EQ-003095,pump,WEG,ANT-05,C,110,3000,37015,15396,199,preventive,12,78.9,32.9,75.3,2.74,0.93,63.9,72.0,58.4,3.11,,2.32,5.19,84.3,166.0,0.849,0
EQ-003096,compressor,ABB,SIN-04,C,630,1500,20860,7739,302,corrective,39,79.1,25.0,32.3,4.02,1.33,57.5,65.4,44.4,3.42,47.0,1.9,10.32,391.6,938.8,0.867,0
EQ-003097,pump,Flowserve,JUB-03,B,160,1500,30054,15466,4,preventive,16,97.8,22.5,54.8,3.27,1.15,58.5,74.9,55.3,3.57,40.0,1.93,8.97,88.5,291.5,0.939,0
EQ-003098,compressor,Atlas-Copco,JUB-03,B,400,3000,61232,14494,418,preventive,49,83.4,17.6,78.2,5.36,1.26,53.3,67.7,45.3,5.22,56.0,1.67,10.89,250.7,633.0,0.889,1
EQ-003099,pump,ABB,JUB-03,C,75,3000,8140,3473,412,corrective,9,84.9,16.8,38.2,4.18,1.23,52.1,65.2,44.3,4.72,,2.12,11.24,78.2,123.9,0.891,0
EQ-003100,motor,Sulzer,HOU-01,A,75,3000,35100,28585,284,corrective,3,65.1,32.9,82.3,3.24,0.85,62.6,65.1,57.0,3.57,53.0,1.97,11.08,55.7,94.3,0.903,0
EQ-003101,pump,Atlas-Copco,HOU-01,A,75,3000,60739,18386,189,corrective,12,68.9,26.5,23.6,3.69,1.01,54.2,62.2,46.4,2.49,43.0,1.86,11.7,33.1,108.3,0.823,0
EQ-003102,motor,Flowserve,HOU-01,B,110,3600,15392,7865,5,preventive,11,67.0,31.4,60.1,2.13,0.68,66.6,82.0,63.3,3.32,32.0,2.63,10.54,70.0,136.5,0.853,0
EQ-003103,compressor,Siemens,SIN-04,B,160,3000,59460,24973,367,preventive,34,59.6,35.9,55.3,4.18,1.12,61.5,72.0,52.7,3.35,44.0,1.65,9.59,96.8,180.1,0.876,0
EQ-003104,pump,Sulzer,JUB-03,C,630,3000,41667,39843,476,predictive,8,67.0,34.7,56.2,6.46,1.82,72.4,74.8,67.4,3.85,50.0,1.78,14.3,378.4,812.2,0.884,1
EQ-003105,compressor,ABB,JUB-03,B,630,1800,26659,25259,43,preventive,41,63.3,13.7,78.9,3.93,1.14,39.7,47.9,35.6,3.58,48.0,1.66,8.7,355.8,755.7,,0
EQ-003106,pump,ABB,HOU-01,B,160,1800,12768,3432,238,none,9,83.7,20.6,48.8,3.62,1.01,56.6,68.0,52.5,4.24,30.0,1.54,10.61,76.6,251.0,0.895,0
EQ-003107,motor,ABB,ROT-02,C,22,1500,37266,10310,43,preventive,8,70.7,27.4,62.6,2.72,0.73,56.0,64.4,51.9,3.35,48.0,1.65,7.7,17.9,35.3,0.823,0
EQ-003108,compressor,Flowserve,SIN-04,A,400,1800,55451,44959,286,corrective,52,69.3,32.3,60.7,5.86,1.59,67.8,74.1,60.8,3.42,38.0,1.75,11.56,241.4,534.8,0.896,1
EQ-003109,compressor,WEG,HOU-01,C,11,3600,79190,12713,407,predictive,36,64.7,30.9,71.1,5.28,1.4,67.3,73.0,60.0,3.28,42.0,1.77,10.57,23.6,22.1,0.922,0
EQ-003110,motor,WEG,ROT-02,C,250,3000,34561,27193,118,preventive,8,68.9,39.6,43.6,2.57,0.77,64.3,72.4,59.8,3.58,38.0,2.22,13.66,142.7,323.2,0.841,0
EQ-003111,compressor,Siemens,HOU-01,C,160,3600,12701,3350,330,corrective,57,95.1,31.4,64.4,4.3,1.12,64.0,79.6,57.6,2.12,45.0,1.42,9.45,68.7,302.3,0.856,0
EQ-003112,motor,ABB,ANT-05,A,22,3000,38868,21150,58,preventive,12,99.5,25.8,49.3,2.63,0.93,66.2,80.2,56.1,3.71,39.0,1.76,12.4,25.1,44.0,0.771,0
EQ-003113,pump,Siemens,ANT-05,A,250,1500,42801,30014,122,corrective,12,85.6,25.3,72.4,4.94,1.36,61.0,76.3,55.0,3.1,54.0,2.26,9.37,141.9,410.6,0.876,0
EQ-003114,pump,Siemens,ROT-02,A,110,1500,79936,54540,337,predictive,7,77.9,22.3,47.4,5.18,1.52,62.3,79.0,54.6,3.86,47.0,2.66,10.41,53.5,161.3,,0
EQ-003115,motor,Siemens,HOU-01,B,250,3000,45152,32333,152,corrective,17,67.8,31.0,70.2,2.83,0.8,60.4,69.8,62.1,4.03,60.0,2.08,10.97,142.2,310.9,0.914,0
EQ-003116,compressor,KSB,HOU-01,B,11,3600,8694,5743,111,preventive,46,76.2,26.3,45.0,3.84,0.9,57.6,71.8,50.9,4.26,54.0,2.66,12.55,10.9,21.5,0.866,0
EQ-003117,pump,Sulzer,HOU-01,C,630,3600,13818,9853,164,preventive,11,88.8,16.6,44.6,3.25,0.98,48.1,55.6,46.8,3.53,54.0,2.27,12.07,403.5,1065.1,0.99,0
EQ-003118,compressor,Siemens,HOU-01,C,75,1500,59857,21352,432,preventive,52,58.6,32.3,41.3,5.17,1.46,63.9,73.2,63.1,3.95,44.0,2.03,11.49,5.0,80.8,0.944,0
EQ-003119,motor,Atlas-Copco,ROT-02,B,400,3600,5795,1530,183,corrective,15,59.9,28.4,47.2,2.95,0.76,62.9,72.4,58.0,2.92,33.0,1.99,9.78,234.9,461.8,0.924,0
EQ-003120,compressor,WEG,SIN-04,B,11,3000,47846,42723,515,preventive,48,80.1,30.2,49.0,6.33,1.85,68.6,77.7,61.6,2.64,42.0,1.71,8.18,36.7,7.9,0.914,1
EQ-003121,motor,KSB,HOU-01,C,250,1800,39240,16459,256,none,6,81.9,21.1,29.1,3.15,0.58,60.6,70.3,50.7,3.06,54.0,1.69,10.62,141.9,393.8,0.821,0
EQ-003122,motor,ABB,JUB-03,B,160,3000,82926,10085,35,corrective,7,83.6,37.6,60.1,2.08,0.65,73.3,86.2,69.6,3.52,44.0,1.67,13.43,90.3,255.4,0.875,0
EQ-003123,motor,Sulzer,SIN-04,B,400,1800,55633,41764,415,preventive,12,56.5,23.7,62.4,5.27,1.42,63.0,60.6,52.1,4.42,59.0,2.25,11.5,233.1,434.3,0.876,0
EQ-003124,pump,ABB,SIN-04,A,110,1500,54660,33605,52,preventive,13,71.3,36.5,39.9,3.33,0.6,67.1,75.1,62.2,4.31,59.0,1.8,9.61,90.2,153.0,0.958,0
EQ-003125,pump,KSB,ROT-02,A,400,3000,27014,21168,486,preventive,11,76.0,29.4,55.1,4.75,1.43,65.7,74.7,62.9,2.98,43.0,1.98,12.36,239.0,582.4,0.903,0
EQ-003126,compressor,Flowserve,ANT-05,A,250,1500,69524,19976,138,corrective,44,70.2,26.2,38.5,3.94,1.22,59.3,69.2,50.9,2.62,36.0,2.57,13.01,133.0,338.2,0.91,0
EQ-003127,pump,Sulzer,SIN-04,B,630,1500,73994,71010,76,preventive,16,68.2,38.8,38.7,5.98,1.69,76.1,85.7,72.6,3.7,52.0,2.01,13.93,375.6,819.0,0.917,1
EQ-003128,motor,Siemens,ROT-02,A,75,1500,78499,12352,467,predictive,12,67.5,29.3,65.0,5.15,1.34,62.8,72.5,50.1,3.08,36.0,2.3,13.28,61.7,99.1,0.845,0
EQ-003129,motor,Flowserve,SIN-04,C,630,3000,58183,22364,190,preventive,7,83.9,29.3,76.1,3.53,0.75,65.0,69.1,61.5,2.94,49.0,1.87,12.18,365.0,1000.4,0.958,0
EQ-003130,compressor,Flowserve,HOU-01,C,160,3600,43615,42452,265,preventive,60,54.6,26.2,71.8,5.16,1.47,52.9,56.7,49.8,4.06,39.0,1.98,11.25,109.8,174.9,0.86,0
EQ-003131,motor,Atlas-Copco,ROT-02,A,250,1500,12461,1342,351,preventive,11,87.3,14.2,,2.51,0.66,47.0,58.3,44.9,3.68,43.0,1.64,8.04,149.9,414.4,0.93,0
EQ-003132,motor,Sulzer,SIN-04,A,75,1500,72102,49742,323,preventive,11,68.5,33.6,54.7,6.04,1.81,73.0,85.7,67.7,4.12,,2.27,8.68,33.9,98.7,0.932,0
EQ-003133,motor,Sulzer,HOU-01,B,110,3000,50292,5828,519,preventive,12,71.9,26.3,78.0,3.6,1.13,59.0,67.6,50.9,4.43,40.0,1.88,8.78,57.1,150.7,0.853,0
EQ-003134,motor,ABB,HOU-01,A,250,3000,59504,11364,539,preventive,16,74.2,26.4,66.4,4.2,1.19,55.8,71.3,49.7,3.97,46.0,2.45,11.33,157.6,359.3,0.896,0
EQ-003135,compressor,KSB,ROT-02,B,22,3000,44769,41345,304,predictive,56,86.6,22.5,72.2,4.61,1.27,57.3,71.9,54.6,4.81,61.0,2.2,8.12,5.0,42.2,0.894,1
EQ-003136,compressor,Siemens,JUB-03,B,400,1500,22778,6163,251,predictive,57,96.4,25.0,80.1,3.68,1.04,56.3,68.6,50.2,2.69,38.0,2.08,7.74,200.3,732.7,0.873,0
EQ-003137,pump,Siemens,SIN-04,B,45,1500,6723,1073,346,preventive,15,91.5,22.3,86.5,3.0,0.55,53.1,70.8,48.2,3.63,41.0,2.4,11.53,13.8,75.7,0.917,0
