batch_id,machine_id,shift,operator_experience_years,temperature_c,pressure_psi,humidity_percent,raw_material_grade,machine_age_months,maintenance_days_ago,batch_size,defect_rate_percent
B000722,M09,afternoon,5.2,24.0,98.7,64.1,C,38,11,473,5.03
B000723,M02,afternoon,4.7,21.0,109.2,35.6,C,16,93,871,7.8
B000724,M11,night,6.9,20.2,93.1,59.6,A,72,103,61,3.97
B000725,M03,afternoon,4.8,24.6,98.2,39.4,B,14,41,507,4.49
B000726,M02,night,4.8,15.1,95.8,37.3,B,145,8,419,7.37
B000727,M05,morning,0.9,29.0,123.6,35.6,A,90,110,886,5.48
B000728,M10,morning,1.5,22.5,100.9,41.8,A,112,109,948,5.56
B000729,M02,afternoon,6.3,19.3,109.0,54.8,A,150,53,450,4.68
B000730,M07,afternoon,4.5,23.8,91.5,40.2,A,128,113,950,6.34
B000731,M10,morning,4.0,18.5,86.3,55.7,A,40,73,631,1.93
B000732,M07,morning,2.9,22.4,108.0,37.8,A,69,81,459,2.51
B000733,M01,afternoon,10.2,22.4,103.0,44.2,A,179,89,413,4.46
B000734,M03,morning,6.4,28.3,112.4,39.7,B,88,30,59,4.64
B000735,M08,night,5.6,23.4,89.4,63.1,B,179,101,696,10.03
B000736,M08,morning,1.4,16.4,98.9,50.2,B,100,18,404,4.98
B000737,M02,afternoon,5.6,24.9,84.5,47.8,A,108,21,716,4.1
B000738,M05,afternoon,18.6,25.6,94.1,42.2,B,107,13,413,2.18
B000739,M02,night,0.7,13.9,82.7,39.2,A,172,24,148,6.22
B000740,M07,morning,7.5,16.1,96.6,34.9,A,107,92,906,4.31
B000741,M06,morning,4.0,32.0,115.7,58.2,C,71,106,903,9.87
B000742,M08,morning,4.0,20.3,89.7,28.9,A,82,13,353,2.82
B000743,M05,night,8.8,20.5,89.6,41.4,A,90,35,288,3.58
B000744,M12,morning,2.0,21.8,98.0,53.8,A,38,28,617,1.58
B000745,M01,night,2.9,18.8,97.8,28.2,C,126,76,773,11.03
B000746,M03,afternoon,3.4,13.1,109.2,46.8,A,67,102,512,5.6
B000747,M01,night,1.9,16.4,84.4,36.3,B,13,8,945,3.88
B000748,M11,morning,3.3,18.8,70.0,45.3,B,70,40,533,3.66
B000749,M04,afternoon,2.1,19.5,100.8,43.3,C,138,80,328,11.34
B000750,M01,night,4.2,18.2,120.3,22.5,C,137,108,718,12.5
B000751,M10,morning,7.6,14.5,97.7,51.4,A,168,22,976,6.33
B000752,M11,afternoon,1.8,19.2,104.8,35.1,A,170,61,686,4.34
B000753,M11,night,4.6,27.6,99.0,39.5,C,103,95,785,11.25
B000754,M03,morning,3.9,18.6,108.9,45.5,A,100,100,995,4.74
B000755,M01,night,3.7,21.1,96.5,48.8,C,40,89,746,8.67
B000756,M04,morning,1.7,29.2,99.1,49.5,A,169,92,866,5.21
B000757,M03,morning,8.9,18.6,119.7,52.9,A,24,70,150,4.13
B000758,M10,morning,8.9,37.3,113.7,20.3,A,177,3,214,3.91
B000759,M05,afternoon,3.7,26.5,91.7,49.8,C,39,18,490,7.48
B000760,M06,morning,7.1,22.4,92.0,45.1,A,160,96,788,4.49
B000761,M08,afternoon,2.4,20.8,92.8,39.5,B,37,31,499,2.72
B000762,M06,afternoon,7.7,28.7,86.5,47.6,B,132,83,846,5.8
B000763,M04,morning,1.8,18.5,93.4,54.2,A,154,5,900,3.67
B000764,M03,morning,1.5,19.8,98.5,36.2,A,130,71,348,4.39
B000765,M03,morning,4.3,30.0,90.7,59.0,A,25,37,515,3.02
B000766,M02,morning,12.9,20.1,106.1,56.5,A,170,70,765,2.23
B000767,M08,afternoon,1.4,19.7,79.9,48.7,C,174,45,416,6.94
B000768,M03,afternoon,0.7,18.7,85.8,32.8,A,117,90,97,3.77
B000769,M09,night,7.6,12.3,107.9,66.5,A,140,55,453,7.74
B000770,M05,afternoon,4.5,27.1,122.8,47.8,A,78,93,748,6.84
B000771,M06,night,4.9,21.8,103.0,46.5,B,132,119,965,7.87
B000772,M11,night,3.0,27.3,90.0,46.1,B,178,50,254,8.82
B000773,M09,night,6.0,21.2,86.6,50.5,A,111,87,633,6.0
B000774,M04,morning,7.1,19.9,95.5,54.3,A,50,55,621,3.72
B000775,M01,morning,1.1,18.7,115.2,44.7,B,9,47,523,5.15
B000776,M09,morning,0.9,25.4,106.2,32.6,C,121,83,878,8.04
B000777,M04,afternoon,1.6,18.0,85.2,55.3,B,129,101,775,7.46
B000778,M01,night,2.3,23.9,104.3,36.8,A,144,37,100,6.5
B000779,M08,afternoon,3.4,22.2,117.2,35.0,C,69,43,316,8.04
B000780,M10,night,4.4,16.8,114.2,44.4,A,132,49,76,7.01
B000781,M08,morning,6.4,19.8,116.0,40.4,B,23,43,862,3.3
B000782,M10,afternoon,2.3,22.1,109.6,48.8,A,140,23,540,4.44
B000783,M03,afternoon,7.4,20.4,84.6,50.7,C,149,7,641,5.58
B000784,M11,morning,4.5,31.5,90.3,40.3,A,51,34,250,2.21
B000785,M04,night,5.1,23.2,120.9,46.2,B,60,88,301,8.12
B000786,M07,afternoon,1.1,21.0,95.9,40.1,A,149,110,301,7.3
B000787,M03,morning,1.9,20.2,77.2,52.7,A,108,24,142,4.51
B000788,M08,afternoon,2.8,20.9,107.3,49.9,A,90,48,431,3.59
B000789,M11,afternoon,22.9,19.0,112.7,52.2,C,29,28,527,3.73
B000790,M12,afternoon,7.2,17.9,99.0,42.2,A,146,102,745,5.76
B000791,M04,afternoon,3.6,25.0,106.6,47.6,A,23,41,774,4.75
B000792,M05,afternoon,2.4,29.7,90.1,50.1,A,77,14,400,2.91
B000793,M11,morning,13.4,19.7,94.4,,A,80,98,361,3.29
B000794,M04,morning,4.7,24.1,78.3,51.6,A,129,18,59,4.09
B000795,M11,morning,1.9,18.7,87.1,43.8,A,8,103,964,3.85
B000796,M07,afternoon,1.5,22.5,117.2,33.5,B,3,64,221,3.77
B000797,M07,morning,5.7,15.5,60.2,50.0,A,110,66,558,5.06
B000798,M12,afternoon,3.6,17.7,95.4,49.5,B,65,56,607,4.67
B000799,M11,night,8.4,17.6,93.6,34.0,B,15,111,858,6.97
B000800,M12,night,1.4,21.3,107.1,53.5,B,139,22,167,3.88
B000801,M01,morning,7.4,16.2,74.4,46.6,A,94,51,167,1.78
B000802,M02,afternoon,7.9,10.8,90.8,43.7,B,111,7,995,5.14
B000803,M02,night,9.7,15.1,92.9,47.1,C,65,72,568,10.71
B000804,M07,afternoon,2.1,21.1,104.9,54.3,B,40,76,222,4.74
B000805,M05,morning,7.4,18.0,99.9,60.6,B,58,111,979,5.57
B000806,M03,morning,2.9,19.1,80.1,44.5,A,162,78,718,5.46
B000807,M09,morning,1.7,23.3,95.9,42.7,A,138,62,462,4.03
B000808,M03,night,3.6,17.9,90.7,51.1,A,154,82,245,5.44
B000809,M12,morning,0.5,21.6,105.6,31.6,A,85,55,789,4.22
B000810,M05,morning,5.0,32.7,97.0,53.6,A,159,113,784,7.67
B000811,M06,afternoon,3.8,20.1,121.0,31.5,A,35,3,719,2.31
B000812,M01,night,1.0,21.0,92.0,31.3,B,120,42,768,5.34
B000813,M01,morning,5.1,23.9,93.2,60.5,C,70,105,373,9.77
B000814,M02,afternoon,7.1,17.9,93.6,,A,35,79,834,3.23
B000815,M03,afternoon,3.4,19.0,97.7,58.1,A,70,22,838,4.41
B000816,M02,morning,2.7,21.5,110.1,60.6,A,120,88,139,2.61
B000817,M06,afternoon,5.9,23.0,94.7,48.4,B,95,54,470,4.29
B000818,M09,night,10.6,17.3,,51.1,B,160,73,848,9.09
B000819,M09,morning,3.3,24.8,104.3,,B,116,95,415,6.19
B000820,M10,morning,14.4,29.7,88.6,40.1,C,100,89,374,5.9
B000821,M08,night,8.8,12.4,107.6,48.6,C,55,61,680,8.71
B000822,M02,night,2.8,24.0,95.5,48.3,B,144,95,142,8.45
B000823,M11,afternoon,2.0,21.5,89.2,49.4,A,57,93,253,5.6
B000824,M11,morning,6.0,20.5,77.9,48.3,A,27,64,234,1.97
B000825,M04,morning,1.4,23.6,86.8,45.2,A,143,100,912,6.56
B000826,M11,morning,1.4,28.9,97.5,32.8,B,128,50,277,6.64
B000827,M07,morning,2.9,23.3,98.9,48.5,C,33,102,113,7.37
B000828,M05,afternoon,2.8,26.8,96.6,33.6,B,177,91,547,8.67
B000829,M02,morning,12.5,21.8,82.2,41.4,C,118,9,902,6.36
B000830,M12,morning,7.8,23.8,97.5,58.9,A,97,54,112,2.84
B000831,M08,afternoon,8.0,19.3,81.4,29.4,B,177,24,564,4.44
B000832,M06,morning,5.9,22.2,84.8,43.8,A,132,25,980,1.08
B000833,M10,morning,2.9,20.6,113.0,53.7,B,141,109,685,7.35
B000834,M10,afternoon,3.4,22.5,98.4,51.4,A,103,96,601,4.3
B000835,M07,morning,5.5,13.7,105.1,48.1,B,48,31,959,5.01
B000836,M03,afternoon,1.7,16.4,116.8,38.2,C,13,74,110,8.54
B000837,M06,morning,1.7,27.9,98.9,58.1,A,7,84,962,4.24
B000838,M08,morning,7.2,29.0,111.1,,C,44,19,222,6.42
B000839,M03,afternoon,6.3,13.3,104.3,51.9,A,52,63,860,3.26
B000840,M02,afternoon,1.5,19.2,91.0,46.5,B,57,78,764,5.94
B000841,M12,morning,1.5,18.3,97.9,37.1,A,1,112,775,4.95
B000842,M07,night,1.6,23.3,90.6,41.1,A,55,56,430,6.93
B000843,M08,night,7.1,21.6,106.9,63.1,B,105,30,590,4.76
B000844,M06,afternoon,8.6,25.4,111.6,33.4,A,93,59,559,2.89
B000845,M10,morning,1.7,15.2,83.2,27.4,B,83,96,264,5.36
B000846,M05,morning,4.6,23.7,89.1,38.6,A,161,19,973,3.38
B000847,M01,night,1.7,20.3,95.3,49.1,A,108,49,468,6.14
B000848,M10,morning,10.0,18.3,89.8,59.2,A,104,13,754,3.14
B000849,M04,morning,0.8,24.2,96.8,45.3,B,142,28,599,6.68
B000850,M10,morning,5.0,20.8,104.0,28.7,A,163,11,113,3.66
B000851,M06,morning,2.9,21.5,115.0,46.0,A,42,58,281,1.63
B000852,M05,morning,1.7,28.7,93.5,53.6,A,157,83,984,6.44
B000853,M07,morning,1.0,22.4,93.0,48.2,A,67,64,622,1.21
B000854,M06,afternoon,1.4,31.7,104.1,49.9,A,163,13,382,5.27
B000855,M05,morning,3.3,10.4,99.0,26.3,B,83,13,584,4.89
B000856,M04,night,2.3,22.0,80.9,31.6,B,125,53,556,6.84
B000857,M05,afternoon,4.4,16.4,89.2,43.7,A,138,23,732,4.74
B000858,M04,morning,12.9,17.4,95.4,56.3,A,71,18,933,1.07
B000859,M06,night,7.6,18.7,108.9,37.1,C,82,109,649,9.57
B000860,M12,afternoon,7.2,26.6,112.9,47.0,C,63,44,193,7.55
B000861,M05,afternoon,7.0,20.0,86.8,46.7,C,38,79,871,7.75
B000862,M08,morning,5.7,16.3,90.3,34.6,B,177,52,178,7.05
B000863,M01,afternoon,8.5,25.3,109.9,37.6,A,161,84,448,5.07
B000864,M01,night,2.6,16.1,94.0,44.7,A,15,40,267,4.32
B000865,M09,night,5.7,30.4,103.8,41.3,A,12,42,597,3.57
B000866,M09,afternoon,0.7,15.5,97.2,53.2,A,144,104,946,6.0
B000867,M10,afternoon,7.1,20.6,99.9,40.8,A,115,64,624,2.13
B000868,M07,night,4.3,31.6,94.6,53.9,A,131,91,60,7.25
B000869,M04,morning,3.8,20.4,112.9,41.4,A,55,4,380,3.04
B000870,M02,afternoon,1.6,24.1,80.9,45.2,C,106,39,275,9.21
B000871,M12,afternoon,1.2,21.5,94.8,53.0,A,88,17,678,3.43
B000872,M03,morning,2.7,22.0,111.8,43.9,A,6,4,414,1.84
B000873,M12,morning,4.3,17.9,97.0,40.7,A,174,117,363,7.42
B000874,M04,morning,7.7,24.3,98.1,44.3,B,174,97,945,6.83
B000875,M07,morning,8.5,28.6,110.9,53.9,A,107,25,789,1.04
B000876,M02,night,7.9,12.3,,48.3,B,23,32,565,8.02
B000877,M10,afternoon,6.0,17.4,109.6,23.6,B,121,58,912,5.78
B000878,M05,night,1.1,19.2,113.8,37.8,C,43,35,719,8.24
B000879,M07,night,3.8,17.6,82.1,37.9,A,117,111,289,8.62
B000880,M02,morning,10.7,25.2,93.9,50.8,A,36,57,388,2.37
B000881,M04,afternoon,13.0,19.0,89.5,25.8,B,129,78,605,7.94
B000882,M05,morning,1.1,22.4,103.2,47.8,B,82,84,386,4.49
B000883,M01,night,2.9,29.5,111.8,51.4,B,80,19,868,7.49
B000884,M09,afternoon,11.2,13.0,69.3,51.4,B,178,64,430,6.62
B000885,M05,night,8.7,23.6,80.3,44.2,C,4,53,604,7.11
B000886,M09,night,4.1,21.4,74.4,28.8,A,163,87,107,5.58
B000887,M03,morning,5.1,21.4,88.9,42.4,C,160,55,449,7.43
B000888,M01,afternoon,5.8,17.5,99.6,59.7,A,170,6,338,5.42
B000889,M12,morning,8.9,20.1,,39.0,A,101,57,709,3.89
B000890,M03,afternoon,8.7,22.0,83.3,66.8,A,1,101,886,3.13
B000891,M12,morning,3.1,21.1,127.7,53.1,B,164,100,432,5.46
B000892,M09,afternoon,10.7,25.5,105.2,43.6,B,121,29,77,2.95
B000893,M07,night,11.6,16.5,105.7,47.3,A,132,66,504,4.99
B000894,M08,morning,3.5,15.0,107.5,48.7,C,46,77,460,8.0
B000895,M07,morning,11.1,12.0,82.0,39.2,C,135,91,993,9.51
B000896,M05,morning,3.5,22.7,91.8,40.9,B,30,37,203,3.39
B000897,M12,morning,6.9,25.8,86.6,64.9,A,117,43,410,4.51
B000898,M01,morning,12.3,16.1,106.6,59.9,B,126,104,94,7.86
B000899,M09,afternoon,9.6,15.7,88.0,41.2,B,173,83,912,7.32
B000900,M08,afternoon,2.3,31.4,96.3,37.2,A,158,17,788,4.57
B000901,M02,afternoon,5.7,28.4,90.8,29.1,A,143,51,754,5.84
B000902,M08,morning,6.4,28.7,115.9,66.6,B,128,3,630,4.9
B000903,M12,afternoon,5.0,23.7,91.5,55.2,C,78,92,449,8.86
B000904,M04,night,2.5,25.5,85.6,57.5,A,111,40,792,6.51
B000905,M07,morning,2.3,20.6,104.6,39.6,A,49,88,907,3.42
B000906,M05,afternoon,3.7,14.9,98.0,38.9,C,139,113,213,12.45
B000907,M01,afternoon,1.1,15.1,115.6,35.8,B,71,40,193,4.33
B000908,M01,morning,6.3,22.0,102.5,13.4,B,154,118,657,7.38
B000909,M03,morning,13.7,26.6,102.1,36.3,A,33,42,955,1.17
B000910,M08,afternoon,4.0,21.2,109.3,48.2,C,18,39,664,6.51
B000911,M10,morning,2.4,25.0,104.3,47.5,B,43,98,721,5.77
B000912,M01,afternoon,1.4,21.6,108.3,38.8,A,80,5,361,2.19
B000913,M02,morning,9.1,23.5,107.3,51.5,A,30,71,569,1.82
B000914,M11,morning,5.7,25.9,94.9,38.3,B,98,19,187,3.18
B000915,M11,afternoon,5.0,28.7,84.4,52.7,A,11,73,475,4.03
B000916,M07,morning,5.8,23.4,96.7,52.5,A,143,33,888,4.04
B000917,M10,morning,5.9,31.7,74.7,53.2,B,71,115,933,8.66
B000918,M03,afternoon,6.3,20.8,90.0,45.7,C,147,37,613,7.56
B000919,M01,afternoon,5.5,28.6,94.1,36.8,A,136,26,819,2.93
B000920,M11,night,7.0,24.9,114.4,33.1,A,162,90,479,7.52
B000921,M04,night,6.0,12.8,97.0,23.3,A,13,62,572,3.43
B000922,M05,afternoon,0.7,29.1,119.9,52.6,B,95,79,389,8.81
B000923,M07,morning,2.2,17.4,104.5,28.1,A,115,23,824,4.51
B000924,M08,morning,2.2,20.8,79.3,43.6,B,39,31,98,2.14
B000925,M01,morning,2.4,26.4,112.6,47.2,C,176,28,580,7.23
B000926,M08,morning,1.6,18.3,111.3,34.3,A,158,90,340,5.18
B000927,M07,morning,5.3,21.6,78.7,43.8,B,82,73,741,4.92
B000928,M09,afternoon,7.3,25.3,107.5,48.2,A,173,39,551,3.94
B000929,M12,afternoon,0.9,17.9,116.2,42.3,A,50,13,655,3.83
B000930,M09,morning,1.8,20.8,73.1,49.6,B,173,72,737,7.1
B000931,M08,afternoon,1.1,20.2,85.9,40.6,B,112,17,235,4.01
B000932,M11,night,0.5,26.8,110.2,42.2,A,4,115,787,7.13
B000933,M06,morning,4.4,29.8,96.7,,B,123,29,256,6.71
B000934,M01,morning,0.6,16.5,116.6,43.6,B,146,42,653,6.9
B000935,M11,afternoon,4.2,22.4,110.3,45.1,A,53,60,735,3.8
B000936,M12,morning,5.0,19.4,108.9,35.8,C,115,28,156,6.72
B000937,M12,morning,4.0,22.2,113.0,49.3,B,72,115,316,7.75
B000938,M11,afternoon,4.1,30.8,89.2,20.3,C,177,70,248,9.69
B000939,M11,afternoon,3.7,23.9,95.3,55.8,B,169,81,898,6.44
B000940,M09,night,7.7,19.2,122.4,30.8,B,102,12,362,6.33
B000941,M01,morning,11.6,15.2,94.8,55.4,A,95,78,555,3.81
B000942,M09,night,5.3,27.0,112.1,51.2,A,15,92,442,5.12
B000943,M02,morning,2.3,19.7,96.6,55.1,A,177,44,181,3.34
B000944,M02,morning,1.7,18.1,89.8,33.7,B,118,92,222,6.03
B000945,M08,morning,0.6,23.5,87.2,43.0,B,92,10,777,6.13
B000946,M12,morning,10.1,24.9,105.6,47.9,B,63,77,406,4.08
B000947,M03,night,3.3,20.2,114.7,49.3,A,30,95,761,6.65
B000948,M02,morning,3.5,17.3,104.9,53.4,A,40,69,823,3.17
B000949,M07,morning,4.3,28.8,102.1,51.5,A,143,4,668,2.79
B000950,M05,afternoon,2.8,25.4,85.2,49.8,B,51,56,213,3.97
B000951,M11,morning,4.9,26.9,99.0,49.9,A,154,88,913,6.42
B000952,M03,afternoon,5.1,20.2,101.2,51.8,A,179,11,623,1.8
B000953,M12,night,5.7,17.9,88.5,45.2,A,6,43,758,5.32
B000954,M04,morning,1.1,19.3,104.2,56.5,C,145,89,931,10.1
B000955,M05,morning,0.4,14.4,90.8,44.2,A,42,57,783,3.72
B000956,M09,afternoon,7.5,20.3,94.3,28.1,C,91,54,498,6.62
B000957,M11,night,3.4,18.6,108.3,57.5,A,81,62,529,5.0
B000958,M06,night,2.0,21.6,118.2,49.7,A,62,66,76,6.18
B000959,M07,night,8.1,22.2,117.2,43.5,B,165,29,776,4.62
B000960,M08,afternoon,2.1,22.5,97.3,46.1,A,39,11,267,1.86
B000961,M08,afternoon,1.9,19.1,105.6,60.1,A,159,80,455,7.1
B000962,M10,night,2.6,16.1,106.7,46.0,C,156,96,517,9.98
B000963,M02,night,2.2,14.8,106.6,60.2,C,118,33,476,9.51
B000964,M12,morning,2.3,23.0,100.6,49.7,B,131,34,955,3.26
B000965,M01,afternoon,6.9,22.7,114.6,41.4,A,137,17,620,1.97
B000966,M03,night,10.6,15.0,91.7,31.9,A,123,29,846,5.3
B000967,M10,night,1.6,29.1,85.4,45.9,A,26,43,769,5.49
B000968,M04,afternoon,4.2,26.2,103.3,,C,67,96,679,8.56
B000969,M08,afternoon,2.3,16.9,95.3,39.3,B,102,100,136,5.57
B000970,M02,night,8.7,23.3,122.1,48.7,A,87,107,196,5.1
B000971,M10,morning,5.3,21.3,93.5,60.4,B,141,49,510,5.27
B000972,M04,afternoon,4.2,23.3,,27.3,B,170,18,843,5.29
B000973,M02,night,6.7,22.9,,49.0,A,43,115,62,4.28
B000974,M02,afternoon,8.0,25.4,82.3,50.5,A,146,9,842,2.76
B000975,M03,night,6.6,29.4,106.2,48.6,A,23,4,526,4.36
B000976,M09,morning,6.4,23.5,91.3,28.0,C,174,91,570,9.43
B000977,M01,morning,11.5,24.7,127.9,37.4,A,108,2,461,1.04
B000978,M08,morning,5.6,29.3,89.6,24.1,A,172,66,505,5.94
B000979,M08,morning,2.0,19.3,88.0,31.8,C,165,107,108,9.55
B000980,M04,afternoon,4.6,17.3,72.9,53.4,C,4,112,469,7.53
B000981,M08,afternoon,2.9,25.4,89.9,41.7,B,175,23,386,5.95
B000982,M04,morning,10.9,15.9,107.8,53.2,C,177,20,448,6.94
B000983,M06,afternoon,3.1,18.0,86.7,52.6,A,77,25,317,2.82
B000984,M01,afternoon,3.2,29.5,105.3,33.8,B,81,54,596,7.1
B000985,M02,morning,3.6,13.4,102.2,46.7,B,84,93,898,9.26
B000986,M02,afternoon,5.0,23.5,87.4,29.1,B,99,23,134,2.39
B000987,M01,afternoon,2.4,14.8,97.7,47.7,A,113,21,466,3.58
B000988,M05,morning,2.4,24.1,87.8,49.2,A,15,50,288,3.42
B000989,M04,night,1.9,31.2,109.4,42.7,B,7,73,133,5.83
B000990,M04,afternoon,10.2,16.9,77.2,28.2,A,12,36,772,1.82
B000991,M01,afternoon,6.1,11.5,108.0,30.1,A,98,5,430,5.95
B000992,M10,morning,3.4,23.8,90.4,70.4,C,100,112,549,8.26
B000993,M12,afternoon,2.7,18.9,100.5,51.2,B,113,105,660,6.76
B000994,M09,morning,1.8,21.1,104.7,42.2,A,45,56,237,1.62
B000995,M03,night,3.0,23.8,100.8,54.6,A,23,68,920,5.16
B000996,M10,morning,3.4,24.8,123.9,59.7,A,50,41,901,1.19
B000997,M04,morning,8.8,24.9,94.1,57.1,B,149,53,879,4.45
B000998,M04,afternoon,1.8,21.9,82.7,43.1,B,81,94,314,4.33
B000999,M10,morning,4.8,24.2,125.2,41.7,A,96,43,467,3.16
B001000,M03,morning,6.0,21.1,103.6,53.0,C,20,95,307,8.93
B001001,M12,morning,2.2,20.4,101.0,42.6,A,156,37,651,4.53
B001002,M11,night,0.8,21.9,126.0,57.0,C,32,26,330,7.97
B001003,M08,afternoon,4.7,24.9,83.5,46.1,B,100,31,969,4.86
B001004,M07,morning,1.8,18.8,98.2,52.9,B,178,57,283,6.45
B001005,M04,morning,5.2,23.1,,55.4,B,56,117,191,6.59
B001006,M08,afternoon,4.8,19.7,97.9,32.0,C,84,78,515,9.1
B001007,M06,afternoon,7.5,18.3,82.0,46.5,A,68,36,889,1.55
B001008,M08,morning,8.0,27.3,100.3,56.5,B,53,15,77,4.3
B001009,M01,morning,1.0,23.9,99.4,36.9,A,171,28,854,4.54
B001010,M05,afternoon,6.0,23.9,98.8,39.5,A,132,47,823,4.54
B001011,M02,morning,5.2,17.3,72.0,57.0,C,81,54,918,5.4
B001012,M05,night,5.0,20.8,108.5,,B,108,27,576,5.7
B001013,M09,morning,8.1,25.0,96.5,10.0,A,92,30,968,2.49
B001014,M02,morning,1.9,23.9,130.8,57.0,C,171,21,432,7.66
B001015,M10,morning,8.0,34.8,93.7,21.8,A,136,32,206,6.15
B001016,M10,afternoon,6.0,23.1,91.7,,B,57,100,68,3.63
B001017,M04,morning,0.8,18.7,101.3,31.1,B,146,31,582,8.52
B001018,M03,morning,2.6,19.8,84.5,39.5,C,74,23,104,5.35
B001019,M09,morning,4.1,17.7,114.0,46.0,B,165,16,207,5.85
B001020,M10,morning,0.9,18.8,88.1,50.3,A,4,6,962,1.59
B001021,M08,morning,5.9,22.5,89.4,59.3,A,125,106,306,5.89
B001022,M02,morning,8.1,19.7,109.5,31.5,B,114,90,210,7.33
B001023,M07,afternoon,7.1,28.7,102.5,56.6,A,54,22,804,2.65
B001024,M04,morning,6.6,26.4,102.3,42.2,B,111,30,348,4.75
B001025,M04,morning,2.8,26.3,83.7,42.4,A,27,2,885,1.16
B001026,M07,night,5.8,20.7,111.7,62.0,B,29,4,317,2.94
B001027,M12,afternoon,11.2,26.6,87.6,53.4,A,83,93,484,4.39
B001028,M03,night,1.4,27.1,79.3,28.2,B,152,44,79,7.52
B001029,M03,morning,1.2,30.0,104.4,44.2,B,17,54,760,4.98
B001030,M03,afternoon,1.9,19.3,97.4,37.5,B,46,94,910,5.33
B001031,M03,morning,3.9,22.1,97.1,40.7,B,164,42,244,5.45
B001032,M12,night,1.8,18.2,108.0,43.7,A,80,116,681,7.87
B001033,M02,night,6.7,35.2,96.2,49.6,C,176,63,479,11.08
B001034,M03,afternoon,4.2,21.0,79.0,,A,37,22,874,2.47
B001035,M08,morning,4.1,28.4,95.9,42.8,A,94,66,53,6.12
B001036,M05,afternoon,8.1,22.8,103.5,41.1,A,64,38,964,1.2
B001037,M11,night,1.0,26.4,102.1,48.8,B,7,46,789,5.72
B001038,M08,afternoon,5.1,21.9,97.9,44.5,A,160,80,534,5.54
B001039,M02,night,5.3,26.6,128.9,54.4,A,53,102,303,7.12
B001040,M06,afternoon,9.9,23.4,119.9,47.6,B,13,60,313,4.45
B001041,M02,morning,15.3,30.5,85.6,51.0,C,70,101,82,9.44
B001042,M06,night,1.3,23.5,83.6,47.3,A,95,45,120,5.06
B001043,M11,morning,2.7,18.4,115.9,33.5,A,70,43,384,2.46
B001044,M06,night,0.6,24.6,112.8,41.3,A,56,100,644,5.92
B001045,M08,morning,1.7,22.0,117.8,,B,126,26,389,5.99
B001046,M05,afternoon,10.4,17.1,94.7,52.6,A,126,19,128,2.47
B001047,M12,morning,7.0,23.9,98.1,53.5,B,176,58,733,6.23
B001048,M08,morning,3.4,18.9,78.7,44.2,B,24,14,154,3.56
B001049,M09,night,3.8,20.8,101.7,46.5,A,5,18,398,3.39
B001050,M10,afternoon,1.3,22.2,92.3,29.2,A,154,75,979,6.14
B001051,M10,night,1.5,11.9,,41.1,A,173,33,335,7.36
B001052,M12,afternoon,4.0,19.8,111.1,20.0,B,118,14,387,4.53
B001053,M06,morning,2.5,26.6,98.1,53.1,B,165,45,57,7.97
B001054,M02,morning,6.8,21.0,109.9,67.3,B,109,101,81,7.73
B001055,M03,morning,7.7,12.5,98.7,39.7,A,154,45,792,6.61
B001056,M03,morning,2.7,21.6,106.6,47.3,A,87,37,281,3.45
B001057,M07,afternoon,5.3,24.4,84.2,49.2,B,79,21,119,3.28
B001058,M02,morning,3.8,20.5,88.2,33.6,B,101,35,905,4.3
B001059,M05,night,3.7,20.7,105.4,43.7,B,71,61,375,5.98
B001060,M09,morning,10.1,19.8,120.3,49.7,A,69,46,152,3.67
B001061,M06,afternoon,1.1,25.1,105.6,46.7,A,86,73,284,5.21
B001062,M05,afternoon,9.9,17.9,100.2,45.6,B,115,53,188,5.78
B001063,M07,afternoon,7.2,24.7,118.0,42.0,A,117,73,957,4.69
B001064,M02,afternoon,5.1,20.7,97.4,36.8,A,4,100,803,0.96
B001065,M01,night,6.6,28.3,90.4,51.8,B,48,96,625,8.41
B001066,M09,afternoon,3.7,19.6,100.1,62.6,B,46,118,737,6.04
B001067,M08,morning,2.6,16.4,104.5,24.9,A,72,9,77,3.87
B001068,M09,morning,1.9,25.1,84.8,23.5,A,115,30,467,3.15
B001069,M05,night,7.3,24.5,101.5,32.9,B,172,18,691,7.99
B001070,M03,afternoon,4.7,24.1,79.3,40.6,B,129,88,765,5.7
B001071,M10,afternoon,12.3,26.2,96.4,42.4,B,14,52,888,3.33
B001072,M09,morning,6.9,17.0,98.1,46.3,A,122,1,813,2.86
B001073,M01,afternoon,5.1,18.1,99.6,45.7,B,37,57,684,3.06
B001074,M12,afternoon,2.5,28.6,76.5,43.6,A,128,65,208,5.86
B001075,M07,afternoon,2.9,24.2,101.2,57.7,B,8,24,547,4.07
B001076,M04,night,2.3,19.7,110.5,35.7,A,64,38,549,5.02
B001077,M05,afternoon,5.6,13.2,116.9,54.1,B,107,35,360,8.39
B001078,M07,morning,3.6,15.8,117.4,64.9,B,38,63,629,4.18
B001079,M02,afternoon,2.6,17.2,100.3,30.3,B,94,19,638,3.17
B001080,M01,morning,13.0,19.2,129.7,25.5,A,78,56,793,1.68
B001081,M05,morning,8.7,23.5,90.9,46.9,B,12,65,89,3.2
B001082,M12,afternoon,4.1,15.2,91.3,51.5,C,66,63,252,9.69
B001083,M05,morning,4.4,19.4,100.2,45.4,A,83,57,263,3.67
B001084,M11,afternoon,7.1,15.7,109.9,23.7,A,102,87,269,4.93
